experiment: long_term_forecast_ETTh1_96_96_A5_PatchTST_FPEM_ETTh1_ftM_sl96_ll48_pl96_dm64_nh4_el1_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_fpem_pmg_raw_raw_freezepatch_A5_B2_C2_P2_M2_V0_fusion_F2_shape_typedfusion_v1_F2_0
mapping_conditional/gain_percent: 0.636405847
mapping_conditional/sample_mean: 0.01713314094
mapping_conditional/sample_median: 0.01344680786
mapping_conditional/sample_p10: -0.01382136345
mapping_conditional/sample_p50: 0.01344680786
mapping_conditional/sample_p90: 0.05301761627
mapping_conditional/sample_fraction_gain_positive: 0.7357271095
mapping_shuffle/normal_mapping_mse: 0.3882241845
mapping_shuffle/shuffled_mapping_mse: 0.3882241845
mapping_shuffle/delta_mse: 0
edge_predictive_gain/mean: -0.0005927308812
edge_predictive_gain/median: 0.008030795492
edge_predictive_gain/p10: -0.1133005992
edge_predictive_gain/p50: 0.008030795492
edge_predictive_gain/p90: 0.152558282
edge_predictive_gain/fraction_positive: 0.554517134
edge_predictive_gain/spearman_mapping_stability: 0.04654233918
edge_predictive_gain/spearman_edge_support: -0.07186404787
correlation/pearson_c_pat_sample_mse: -0.1118659727
correlation/spearman_c_pat_sample_mse: -0.07478882506
correlation/pearson_c_map_sample_mse: 0.0564247748
correlation/spearman_c_map_sample_mse: 0.04010735947
correlation/pearson_c_inv_sample_mse: -0.1118659727
correlation/spearman_c_inv_sample_mse: -0.07478882506
correlation/pearson_graph_gate_sample_mse: -0.07999074861
correlation/spearman_graph_gate_sample_mse: -0.04479084475
correlation/pearson_correction_norm_sample_mse: -0.07556194433
correlation/spearman_correction_norm_sample_mse: -0.06920917227
correlation/pearson_mapping_deviation_norm_sample_mse: -0.1393830727
correlation/spearman_mapping_deviation_norm_sample_mse: -0.123512463
correlation/spearman_c_pat_raw_deviation_norm: -0.6858241695
correlation/spearman_raw_variation_zvar_norm: nan
correlation/spearman_raw_variation_env_gain: nan
correlation/spearman_shape_variation_norm_sample_mse: -0.08832121884
correlation/spearman_abs_d_shift_sample_mse: 0.4432597378
correlation/spearman_abs_d_scale_sample_mse: 0.2245302311
correlation/spearman_u_shift_sample_mse: 0.3789737118
correlation/spearman_u_scale_sample_mse: 0.2254973291
correlation/spearman_a_var_sample_mse: 0.31477708
correlation/spearman_shape_variation_norm_env_gain: nan
correlation/spearman_u_shift_env_gain: nan
correlation/spearman_u_scale_env_gain: nan
correlation/spearman_a_var_env_gain: nan
typed_correlation/spearman_shape_variation_norm_gain_shape: -0.05668723006
typed_correlation/spearman_abs_d_scale_gain_scale: nan
typed_correlation/spearman_u_scale_gain_scale: nan
typed_correlation/spearman_abs_d_shift_gain_shift: nan
typed_correlation/spearman_u_shift_gain_shift: nan
correlation/spearman_c_shape_sample_mse: -0.06892414384
correlation/spearman_c_shape_sample_mae: -0.1160906974
c_shape/quantile_Q1_count: 557
c_shape/quantile_Q1_MSE: 0.4481538534
c_shape/quantile_Q1_MAE: 0.4235257506
c_shape/quantile_Q1_mean: 0.6422634721
c_shape/quantile_Q2_count: 557
c_shape/quantile_Q2_MSE: 0.4028867781
c_shape/quantile_Q2_MAE: 0.4146142006
c_shape/quantile_Q2_mean: 0.7038576007
c_shape/quantile_Q3_count: 557
c_shape/quantile_Q3_MSE: 0.3654319346
c_shape/quantile_Q3_MAE: 0.398057282
c_shape/quantile_Q3_mean: 0.7354949117
c_shape/quantile_Q4_count: 557
c_shape/quantile_Q4_MSE: 0.3490380645
c_shape/quantile_Q4_MAE: 0.3885701299
c_shape/quantile_Q4_mean: 0.7648418546
c_shape/quantile_Q5_count: 557
c_shape/quantile_Q5_MSE: 0.375610292
c_shape/quantile_Q5_MAE: 0.3959430754
c_shape/quantile_Q5_mean: 0.8127527237
correlation/spearman_c_rec_sample_mse: 0.009491905422
correlation/spearman_c_rec_sample_mae: 0.06032576739
c_rec/quantile_Q1_count: 557
c_rec/quantile_Q1_MSE: 0.3835907876
c_rec/quantile_Q1_MAE: 0.3957573771
c_rec/quantile_Q1_mean: 0.9602409005
c_rec/quantile_Q2_count: 557
c_rec/quantile_Q2_MSE: 0.3937876523
c_rec/quantile_Q2_MAE: 0.4075722694
c_rec/quantile_Q2_mean: 0.9636918902
c_rec/quantile_Q3_count: 557
c_rec/quantile_Q3_MSE: 0.3893647492
c_rec/quantile_Q3_MAE: 0.4050775766
c_rec/quantile_Q3_mean: 0.9659112692
c_rec/quantile_Q4_count: 557
c_rec/quantile_Q4_MSE: 0.3781533837
c_rec/quantile_Q4_MAE: 0.4004673958
c_rec/quantile_Q4_mean: 0.9685688615
c_rec/quantile_Q5_count: 557
c_rec/quantile_Q5_MSE: 0.3962243497
c_rec/quantile_Q5_MAE: 0.4118358493
c_rec/quantile_Q5_mean: 0.971997261
correlation/spearman_c_pred_sample_mse: -0.08849842846
correlation/spearman_c_pred_sample_mae: -0.1014584802
c_pred/quantile_Q1_count: 557
c_pred/quantile_Q1_MSE: 0.4310922921
c_pred/quantile_Q1_MAE: 0.4225977659
c_pred/quantile_Q1_mean: 0.5046828389
c_pred/quantile_Q2_count: 557
c_pred/quantile_Q2_MSE: 0.3807417452
c_pred/quantile_Q2_MAE: 0.4015215635
c_pred/quantile_Q2_mean: 0.5060017109
c_pred/quantile_Q3_count: 557
c_pred/quantile_Q3_MSE: 0.3872748017
c_pred/quantile_Q3_MAE: 0.4035203457
c_pred/quantile_Q3_mean: 0.5069980025
c_pred/quantile_Q4_count: 557
c_pred/quantile_Q4_MSE: 0.3760444224
c_pred/quantile_Q4_MAE: 0.3999491334
c_pred/quantile_Q4_mean: 0.5081298351
c_pred/quantile_Q5_count: 557
c_pred/quantile_Q5_MSE: 0.3659676313
c_pred/quantile_Q5_MAE: 0.3931216896
c_pred/quantile_Q5_mean: 0.5096727014
correlation/spearman_c_pat_sample_mse: -0.07478882506
correlation/spearman_c_pat_sample_mae: -0.1210344534
c_pat/quantile_Q1_count: 557
c_pat/quantile_Q1_MSE: 0.4479878247
c_pat/quantile_Q1_MAE: 0.4232467711
c_pat/quantile_Q1_mean: 0.315376997
c_pat/quantile_Q2_count: 557
c_pat/quantile_Q2_MSE: 0.4108355045
c_pat/quantile_Q2_MAE: 0.4171620905
c_pat/quantile_Q2_mean: 0.3454306722
c_pat/quantile_Q3_count: 557
c_pat/quantile_Q3_MSE: 0.362952143
c_pat/quantile_Q3_MAE: 0.3983309865
c_pat/quantile_Q3_mean: 0.361202836
c_pat/quantile_Q4_count: 557
c_pat/quantile_Q4_MSE: 0.3448983729
c_pat/quantile_Q4_MAE: 0.3863725364
c_pat/quantile_Q4_mean: 0.3755363822
c_pat/quantile_Q5_count: 557
c_pat/quantile_Q5_MSE: 0.3744470775
c_pat/quantile_Q5_MAE: 0.3955981433
c_pat/quantile_Q5_mean: 0.3990922868
mapping_conditional/c_map/Q1_count: 557
mapping_conditional/c_map/Q1_pattern_only_mse: 2.619279861
mapping_conditional/c_map/Q1_mapping_mse: 2.605388165
mapping_conditional/c_map/Q1_mapping_gain: 0.01389170531
mapping_conditional/c_map/Q1_final_model_mse: 0.3550731838
mapping_conditional/c_map/Q2_count: 557
mapping_conditional/c_map/Q2_pattern_only_mse: 2.746821642
mapping_conditional/c_map/Q2_mapping_mse: 2.731448412
mapping_conditional/c_map/Q2_mapping_gain: 0.01537313033
mapping_conditional/c_map/Q2_final_model_mse: 0.413066864
mapping_conditional/c_map/Q3_count: 557
mapping_conditional/c_map/Q3_pattern_only_mse: 2.848926544
mapping_conditional/c_map/Q3_mapping_mse: 2.833064318
mapping_conditional/c_map/Q3_mapping_gain: 0.01586214826
mapping_conditional/c_map/Q3_final_model_mse: 0.3949756026
mapping_conditional/c_map/Q4_count: 557
mapping_conditional/c_map/Q4_pattern_only_mse: 2.783752441
mapping_conditional/c_map/Q4_mapping_mse: 2.764939308
mapping_conditional/c_map/Q4_mapping_gain: 0.01881302893
mapping_conditional/c_map/Q4_final_model_mse: 0.3853487968
mapping_conditional/c_map/Q5_count: 557
mapping_conditional/c_map/Q5_pattern_only_mse: 2.462154388
mapping_conditional/c_map/Q5_mapping_mse: 2.440428734
mapping_conditional/c_map/Q5_mapping_gain: 0.02172569931
mapping_conditional/c_map/Q5_final_model_mse: 0.3926564455
mapping_conditional/u_map/Q1_count: 557
mapping_conditional/u_map/Q1_pattern_only_mse: 2.529913187
mapping_conditional/u_map/Q1_mapping_mse: 2.508254766
mapping_conditional/u_map/Q1_mapping_gain: 0.02165852673
mapping_conditional/u_map/Q1_final_model_mse: 0.3993684649
mapping_conditional/u_map/Q2_count: 557
mapping_conditional/u_map/Q2_pattern_only_mse: 2.803758621
mapping_conditional/u_map/Q2_mapping_mse: 2.784883261
mapping_conditional/u_map/Q2_mapping_gain: 0.01887565479
mapping_conditional/u_map/Q2_final_model_mse: 0.3867088854
mapping_conditional/u_map/Q3_count: 557
mapping_conditional/u_map/Q3_pattern_only_mse: 2.771502972
mapping_conditional/u_map/Q3_mapping_mse: 2.755633831
mapping_conditional/u_map/Q3_mapping_gain: 0.01586909592
mapping_conditional/u_map/Q3_final_model_mse: 0.3892120123
mapping_conditional/u_map/Q4_count: 557
mapping_conditional/u_map/Q4_pattern_only_mse: 2.725492239
mapping_conditional/u_map/Q4_mapping_mse: 2.710409164
mapping_conditional/u_map/Q4_mapping_gain: 0.01508289203
mapping_conditional/u_map/Q4_final_model_mse: 0.4137659371
mapping_conditional/u_map/Q5_count: 557
mapping_conditional/u_map/Q5_pattern_only_mse: 2.630268097
mapping_conditional/u_map/Q5_mapping_mse: 2.61608839
mapping_conditional/u_map/Q5_mapping_gain: 0.01417954266
mapping_conditional/u_map/Q5_final_model_mse: 0.3520656228
mapping_matched/cpat_Q1/cmap_low_count: 279
mapping_matched/cpat_Q1/cmap_low_sample_mse: 0.3545500636
mapping_matched/cpat_Q1/cmap_low_mapping_gain: 0.01426671073
mapping_matched/cpat_Q1/cmap_high_count: 278
mapping_matched/cpat_Q1/cmap_high_sample_mse: 0.5417617559
mapping_matched/cpat_Q1/cmap_high_mapping_gain: 0.01379148941
mapping_matched/cpat_Q2/cmap_low_count: 279
mapping_matched/cpat_Q2/cmap_low_sample_mse: 0.3689941764
mapping_matched/cpat_Q2/cmap_low_mapping_gain: 0.01175623666
mapping_matched/cpat_Q2/cmap_high_count: 278
mapping_matched/cpat_Q2/cmap_high_sample_mse: 0.4528273046
mapping_matched/cpat_Q2/cmap_high_mapping_gain: 0.0169227086
mapping_matched/cpat_Q3/cmap_low_count: 279
mapping_matched/cpat_Q3/cmap_low_sample_mse: 0.3425260186
mapping_matched/cpat_Q3/cmap_low_mapping_gain: 0.01531411801
mapping_matched/cpat_Q3/cmap_high_count: 278
mapping_matched/cpat_Q3/cmap_high_sample_mse: 0.3834516704
mapping_matched/cpat_Q3/cmap_high_mapping_gain: 0.02183218673
mapping_matched/cpat_Q4/cmap_low_count: 279
mapping_matched/cpat_Q4/cmap_low_sample_mse: 0.3444569707
mapping_matched/cpat_Q4/cmap_low_mapping_gain: 0.01847814955
mapping_matched/cpat_Q4/cmap_high_count: 278
mapping_matched/cpat_Q4/cmap_high_sample_mse: 0.3453413844
mapping_matched/cpat_Q4/cmap_high_mapping_gain: 0.0209469907
mapping_matched/cpat_Q5/cmap_low_count: 279
mapping_matched/cpat_Q5/cmap_low_sample_mse: 0.346604079
mapping_matched/cpat_Q5/cmap_low_mapping_gain: 0.01851552911
mapping_matched/cpat_Q5/cmap_high_count: 278
mapping_matched/cpat_Q5/cmap_high_sample_mse: 0.402390182
mapping_matched/cpat_Q5/cmap_high_mapping_gain: 0.01953368634
cinv/bucket_0.0_0.2_count: 0
cinv/bucket_0.0_0.2_MSE: nan
cinv/bucket_0.0_0.2_MAE: nan
cinv/bucket_0.2_0.4_count: 2578
cinv/bucket_0.2_0.4_MSE: 0.3843745589
cinv/bucket_0.2_0.4_MAE: 0.4031535387
cinv/bucket_0.4_0.6_count: 207
cinv/bucket_0.4_0.6_MSE: 0.4361678362
cinv/bucket_0.4_0.6_MAE: 0.4164539874
cinv/bucket_0.6_0.8_count: 0
cinv/bucket_0.6_0.8_MSE: nan
cinv/bucket_0.6_0.8_MAE: nan
cinv/bucket_0.8_1.0_count: 0
cinv/bucket_0.8_1.0_MSE: nan
cinv/bucket_0.8_1.0_MAE: nan
cpat/quantile_Q1_count: 557
cpat/quantile_Q1_MSE: 0.4479878247
cpat/quantile_Q1_MAE: 0.4232467711
cpat/quantile_Q1_c_pat_mean: 0.315376997
cpat/quantile_Q1_c_map_mean: 0.3902441561
cpat/quantile_Q1_graph_gate_mean: 0.1942782998
cpat/quantile_Q1_correction_norm_mean: 1.717324853
cpat/quantile_Q1_raw_deviation_norm: 2.31633091
cpat/quantile_Q1_inv_MSE: 0.4498856962
cpat/quantile_Q1_env_MSE: 0.4498856962
cpat/quantile_Q1_env_gain: 0
cpat/quantile_Q2_count: 557
cpat/quantile_Q2_MSE: 0.4108355045
cpat/quantile_Q2_MAE: 0.4171620905
cpat/quantile_Q2_c_pat_mean: 0.3454306722
cpat/quantile_Q2_c_map_mean: 0.4076856971
cpat/quantile_Q2_graph_gate_mean: 0.2124047279
cpat/quantile_Q2_correction_norm_mean: 1.8847332
cpat/quantile_Q2_raw_deviation_norm: 2.228325605
cpat/quantile_Q2_inv_MSE: 0.4130232036
cpat/quantile_Q2_env_MSE: 0.4130232036
cpat/quantile_Q2_env_gain: 0
cpat/quantile_Q3_count: 557
cpat/quantile_Q3_MSE: 0.362952143
cpat/quantile_Q3_MAE: 0.3983309865
cpat/quantile_Q3_c_pat_mean: 0.361202836
cpat/quantile_Q3_c_map_mean: 0.4194739759
cpat/quantile_Q3_graph_gate_mean: 0.2221719474
cpat/quantile_Q3_correction_norm_mean: 1.980389357
cpat/quantile_Q3_raw_deviation_norm: 2.186590672
cpat/quantile_Q3_inv_MSE: 0.3647177815
cpat/quantile_Q3_env_MSE: 0.3647177815
cpat/quantile_Q3_env_gain: 0
cpat/quantile_Q4_count: 557
cpat/quantile_Q4_MSE: 0.3448983729
cpat/quantile_Q4_MAE: 0.3863725364
cpat/quantile_Q4_c_pat_mean: 0.3755363822
cpat/quantile_Q4_c_map_mean: 0.4352685213
cpat/quantile_Q4_graph_gate_mean: 0.2308060825
cpat/quantile_Q4_correction_norm_mean: 2.049529314
cpat/quantile_Q4_raw_deviation_norm: 2.139011621
cpat/quantile_Q4_inv_MSE: 0.3463231325
cpat/quantile_Q4_env_MSE: 0.3463231325
cpat/quantile_Q4_env_gain: 0
cpat/quantile_Q5_count: 557
cpat/quantile_Q5_MSE: 0.3744470775
cpat/quantile_Q5_MAE: 0.3955981433
cpat/quantile_Q5_c_pat_mean: 0.3990922868
cpat/quantile_Q5_c_map_mean: 0.4571918845
cpat/quantile_Q5_graph_gate_mean: 0.2458584309
cpat/quantile_Q5_correction_norm_mean: 2.176248074
cpat/quantile_Q5_raw_deviation_norm: 2.066744566
cpat/quantile_Q5_inv_MSE: 0.3759180903
cpat/quantile_Q5_env_MSE: 0.3759180903
cpat/quantile_Q5_env_gain: 0
typed_quantile/shape_variation_norm/Q1_count: 557
typed_quantile/shape_variation_norm/Q1_inv_MSE: 0.4058455527
typed_quantile/shape_variation_norm/Q1_shape_MSE: 0.4035519063
typed_quantile/shape_variation_norm/Q1_shape_gain: 0.002293621656
typed_quantile/shape_variation_norm/Q2_count: 557
typed_quantile/shape_variation_norm/Q2_inv_MSE: 0.3772583604
typed_quantile/shape_variation_norm/Q2_shape_MSE: 0.3756922483
typed_quantile/shape_variation_norm/Q2_shape_gain: 0.001566115068
typed_quantile/shape_variation_norm/Q3_count: 557
typed_quantile/shape_variation_norm/Q3_inv_MSE: 0.3828575909
typed_quantile/shape_variation_norm/Q3_shape_MSE: 0.3815372288
typed_quantile/shape_variation_norm/Q3_shape_gain: 0.00132035464
typed_quantile/shape_variation_norm/Q4_count: 557
typed_quantile/shape_variation_norm/Q4_inv_MSE: 0.4016128778
typed_quantile/shape_variation_norm/Q4_shape_MSE: 0.3997779489
typed_quantile/shape_variation_norm/Q4_shape_gain: 0.001834933995
typed_quantile/shape_variation_norm/Q5_count: 557
typed_quantile/shape_variation_norm/Q5_inv_MSE: 0.3822935522
typed_quantile/shape_variation_norm/Q5_shape_MSE: 0.3805615604
typed_quantile/shape_variation_norm/Q5_shape_gain: 0.001732018776
typed_quantile/u_scale/Q1_count: 557
typed_quantile/u_scale/Q1_inv_MSE: 0.3567465842
typed_quantile/u_scale/Q1_scale_MSE: 0.3567465842
typed_quantile/u_scale/Q1_scale_gain: 0
typed_quantile/u_scale/Q2_count: 557
typed_quantile/u_scale/Q2_inv_MSE: 0.4015831947
typed_quantile/u_scale/Q2_scale_MSE: 0.4015831947
typed_quantile/u_scale/Q2_scale_gain: 0
typed_quantile/u_scale/Q3_count: 557
typed_quantile/u_scale/Q3_inv_MSE: 0.3926008046
typed_quantile/u_scale/Q3_scale_MSE: 0.3926008046
typed_quantile/u_scale/Q3_scale_gain: 0
typed_quantile/u_scale/Q4_count: 557
typed_quantile/u_scale/Q4_inv_MSE: 0.3428109586
typed_quantile/u_scale/Q4_scale_MSE: 0.3428109586
typed_quantile/u_scale/Q4_scale_gain: 0
typed_quantile/u_scale/Q5_count: 557
typed_quantile/u_scale/Q5_inv_MSE: 0.4561263919
typed_quantile/u_scale/Q5_scale_MSE: 0.4561263919
typed_quantile/u_scale/Q5_scale_gain: 0
typed_quantile/u_shift/Q1_count: 557
typed_quantile/u_shift/Q1_inv_MSE: 0.2766511738
typed_quantile/u_shift/Q1_shift_MSE: 0.2766511738
typed_quantile/u_shift/Q1_shift_gain: 0
typed_quantile/u_shift/Q2_count: 557
typed_quantile/u_shift/Q2_inv_MSE: 0.368737787
typed_quantile/u_shift/Q2_shift_MSE: 0.368737787
typed_quantile/u_shift/Q2_shift_gain: 0
typed_quantile/u_shift/Q3_count: 557
typed_quantile/u_shift/Q3_inv_MSE: 0.3996264338
typed_quantile/u_shift/Q3_shift_MSE: 0.3996264338
typed_quantile/u_shift/Q3_shift_gain: 0
typed_quantile/u_shift/Q4_count: 557
typed_quantile/u_shift/Q4_inv_MSE: 0.4562351406
typed_quantile/u_shift/Q4_shift_MSE: 0.4562351406
typed_quantile/u_shift/Q4_shift_gain: 0
typed_quantile/u_shift/Q5_count: 557
typed_quantile/u_shift/Q5_inv_MSE: 0.4486173987
typed_quantile/u_shift/Q5_shift_MSE: 0.4486173987
typed_quantile/u_shift/Q5_shift_gain: 0
raw_variation/shape_variation/Q1_count: 557
raw_variation/shape_variation/Q1_inv_MSE: 0.4058455527
raw_variation/shape_variation/Q1_env_MSE: 0.4058455527
raw_variation/shape_variation/Q1_env_gain: 0
raw_variation/shape_variation/Q1_final_MSE: 0.4035519063
raw_variation/shape_variation/Q2_count: 557
raw_variation/shape_variation/Q2_inv_MSE: 0.3772583604
raw_variation/shape_variation/Q2_env_MSE: 0.3772583604
raw_variation/shape_variation/Q2_env_gain: 0
raw_variation/shape_variation/Q2_final_MSE: 0.3756922483
raw_variation/shape_variation/Q3_count: 557
raw_variation/shape_variation/Q3_inv_MSE: 0.3828575909
raw_variation/shape_variation/Q3_env_MSE: 0.3828575909
raw_variation/shape_variation/Q3_env_gain: 0
raw_variation/shape_variation/Q3_final_MSE: 0.3815372288
raw_variation/shape_variation/Q4_count: 557
raw_variation/shape_variation/Q4_inv_MSE: 0.4016128778
raw_variation/shape_variation/Q4_env_MSE: 0.4016128778
raw_variation/shape_variation/Q4_env_gain: 0
raw_variation/shape_variation/Q4_final_MSE: 0.3997779489
raw_variation/shape_variation/Q5_count: 557
raw_variation/shape_variation/Q5_inv_MSE: 0.3822935522
raw_variation/shape_variation/Q5_env_MSE: 0.3822935522
raw_variation/shape_variation/Q5_env_gain: 0
raw_variation/shape_variation/Q5_final_MSE: 0.3805615604
raw_variation/u_shift/Q1_count: 557
raw_variation/u_shift/Q1_inv_MSE: 0.2766511738
raw_variation/u_shift/Q1_env_MSE: 0.2766511738
raw_variation/u_shift/Q1_env_gain: 0
raw_variation/u_shift/Q1_final_MSE: 0.2746721804
raw_variation/u_shift/Q2_count: 557
raw_variation/u_shift/Q2_inv_MSE: 0.368737787
raw_variation/u_shift/Q2_env_MSE: 0.368737787
raw_variation/u_shift/Q2_env_gain: 0
raw_variation/u_shift/Q2_final_MSE: 0.3662811518
raw_variation/u_shift/Q3_count: 557
raw_variation/u_shift/Q3_inv_MSE: 0.3996264338
raw_variation/u_shift/Q3_env_MSE: 0.3996264338
raw_variation/u_shift/Q3_env_gain: 0
raw_variation/u_shift/Q3_final_MSE: 0.3974910378
raw_variation/u_shift/Q4_count: 557
raw_variation/u_shift/Q4_inv_MSE: 0.4562351406
raw_variation/u_shift/Q4_env_MSE: 0.4562351406
raw_variation/u_shift/Q4_env_gain: 0
raw_variation/u_shift/Q4_final_MSE: 0.4551865458
raw_variation/u_shift/Q5_count: 557
raw_variation/u_shift/Q5_inv_MSE: 0.4486173987
raw_variation/u_shift/Q5_env_MSE: 0.4486173987
raw_variation/u_shift/Q5_env_gain: 0
raw_variation/u_shift/Q5_final_MSE: 0.4474899769
raw_variation/u_scale/Q1_count: 557
raw_variation/u_scale/Q1_inv_MSE: 0.3567465842
raw_variation/u_scale/Q1_env_MSE: 0.3567465842
raw_variation/u_scale/Q1_env_gain: 0
raw_variation/u_scale/Q1_final_MSE: 0.3545103073
raw_variation/u_scale/Q2_count: 557
raw_variation/u_scale/Q2_inv_MSE: 0.4015831947
raw_variation/u_scale/Q2_env_MSE: 0.4015831947
raw_variation/u_scale/Q2_env_gain: 0
raw_variation/u_scale/Q2_final_MSE: 0.3994019628
raw_variation/u_scale/Q3_count: 557
raw_variation/u_scale/Q3_inv_MSE: 0.3926008046
raw_variation/u_scale/Q3_env_MSE: 0.3926008046
raw_variation/u_scale/Q3_env_gain: 0
