experiment: long_term_forecast_ETTh1_32_8_A3_PatchTST_FPEM_ETTh1_ftM_sl32_ll16_pl8_dm16_nh4_el1_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_fpem_pmg_raw_raw_freezepatch_A3_cinv_B2_patternonly_zinv_C2_stablerelcorr_variant_V0_latentonly_rawvar_implcheck_smoke_0
c_pred/quantile_Q1_mean: 0.5040485859
c_pred/quantile_Q2_count: 575
c_pred/quantile_Q2_MSE: 0.7733458281
c_pred/quantile_Q2_MAE: 0.5731528997
c_pred/quantile_Q2_mean: 0.5044360757
c_pred/quantile_Q3_count: 575
c_pred/quantile_Q3_MSE: 0.6850317121
c_pred/quantile_Q3_MAE: 0.5451654196
c_pred/quantile_Q3_mean: 0.5047701597
c_pred/quantile_Q4_count: 574
c_pred/quantile_Q4_MSE: 0.662268579
c_pred/quantile_Q4_MAE: 0.5427504182
c_pred/quantile_Q4_mean: 0.5052056313
c_pred/quantile_Q5_count: 574
c_pred/quantile_Q5_MSE: 0.7231016755
c_pred/quantile_Q5_MAE: 0.5457809567
c_pred/quantile_Q5_mean: 0.5061808825
correlation/spearman_c_pat_sample_mse: 0.1107082896
correlation/spearman_c_pat_sample_mae: 0.1323177647
c_pat/quantile_Q1_count: 575
c_pat/quantile_Q1_MSE: 0.6401043534
c_pat/quantile_Q1_MAE: 0.5016453862
c_pat/quantile_Q1_mean: 0.3044095933
c_pat/quantile_Q2_count: 575
c_pat/quantile_Q2_MSE: 0.6974605918
c_pat/quantile_Q2_MAE: 0.5403475761
c_pat/quantile_Q2_mean: 0.3451065123
c_pat/quantile_Q3_count: 575
c_pat/quantile_Q3_MSE: 0.7958593965
c_pat/quantile_Q3_MAE: 0.5832042694
c_pat/quantile_Q3_mean: 0.3666799664
c_pat/quantile_Q4_count: 574
c_pat/quantile_Q4_MSE: 0.7061359286
c_pat/quantile_Q4_MAE: 0.5620225668
c_pat/quantile_Q4_mean: 0.3876731992
c_pat/quantile_Q5_count: 574
c_pat/quantile_Q5_MSE: 0.7220234275
c_pat/quantile_Q5_MAE: 0.5693616867
c_pat/quantile_Q5_mean: 0.4139545262
cinv/bucket_0.0_0.2_count: 2
cinv/bucket_0.0_0.2_MSE: 0.5461594462
cinv/bucket_0.0_0.2_MAE: 0.5097845197
cinv/bucket_0.2_0.4_count: 2340
cinv/bucket_0.2_0.4_MSE: 0.7088564038
cinv/bucket_0.2_0.4_MAE: 0.5472333431
cinv/bucket_0.4_0.6_count: 531
cinv/bucket_0.4_0.6_MSE: 0.7281847
cinv/bucket_0.4_0.6_MAE: 0.5694112182
cinv/bucket_0.6_0.8_count: 0
cinv/bucket_0.6_0.8_MSE: nan
cinv/bucket_0.6_0.8_MAE: nan
cinv/bucket_0.8_1.0_count: 0
cinv/bucket_0.8_1.0_MSE: nan
cinv/bucket_0.8_1.0_MAE: nan
cpat/quantile_Q1_count: 575
cpat/quantile_Q1_MSE: 0.6401043534
cpat/quantile_Q1_MAE: 0.5016453862
cpat/quantile_Q1_c_pat_mean: 0.3044095933
cpat/quantile_Q1_c_map_mean: 0.4887745082
cpat/quantile_Q1_graph_gate_mean: 0.03659357876
cpat/quantile_Q1_correction_norm_mean: 0.001363311661
cpat/quantile_Q1_raw_deviation_norm: 2.284503937
cpat/quantile_Q1_inv_MSE: 0.6401043534
cpat/quantile_Q1_env_MSE: 0.6445943117
cpat/quantile_Q1_env_gain: -0.004489935003
cpat/quantile_Q2_count: 575
cpat/quantile_Q2_MSE: 0.6974605918
cpat/quantile_Q2_MAE: 0.5403475761
cpat/quantile_Q2_c_pat_mean: 0.3451065123
cpat/quantile_Q2_c_map_mean: 0.5226807594
cpat/quantile_Q2_graph_gate_mean: 0.04148247093
cpat/quantile_Q2_correction_norm_mean: 0.001578925294
cpat/quantile_Q2_raw_deviation_norm: 2.164497852
cpat/quantile_Q2_inv_MSE: 0.6974605918
cpat/quantile_Q2_env_MSE: 0.7024244666
cpat/quantile_Q2_env_gain: -0.004963918589
cpat/quantile_Q3_count: 575
cpat/quantile_Q3_MSE: 0.7958593965
cpat/quantile_Q3_MAE: 0.5832042694
cpat/quantile_Q3_c_pat_mean: 0.3666799664
cpat/quantile_Q3_c_map_mean: 0.5438300371
cpat/quantile_Q3_graph_gate_mean: 0.04407792538
cpat/quantile_Q3_correction_norm_mean: 0.001689457451
cpat/quantile_Q3_raw_deviation_norm: 2.083063602
cpat/quantile_Q3_inv_MSE: 0.7958593965
cpat/quantile_Q3_env_MSE: 0.8036189675
cpat/quantile_Q3_env_gain: -0.007759593427
cpat/quantile_Q4_count: 574
cpat/quantile_Q4_MSE: 0.7061359286
cpat/quantile_Q4_MAE: 0.5620225668
cpat/quantile_Q4_c_pat_mean: 0.3876731992
cpat/quantile_Q4_c_map_mean: 0.5615276098
cpat/quantile_Q4_graph_gate_mean: 0.04660377651
cpat/quantile_Q4_correction_norm_mean: 0.00178404199
cpat/quantile_Q4_raw_deviation_norm: 1.999510884
cpat/quantile_Q4_inv_MSE: 0.7061359286
cpat/quantile_Q4_env_MSE: 0.7176319957
cpat/quantile_Q4_env_gain: -0.0114960121
cpat/quantile_Q5_count: 574
cpat/quantile_Q5_MSE: 0.7220234275
cpat/quantile_Q5_MAE: 0.5693616867
cpat/quantile_Q5_c_pat_mean: 0.4139545262
cpat/quantile_Q5_c_map_mean: 0.5847949386
cpat/quantile_Q5_graph_gate_mean: 0.04976280034
cpat/quantile_Q5_correction_norm_mean: 0.001917061745
cpat/quantile_Q5_raw_deviation_norm: 1.892752528
cpat/quantile_Q5_inv_MSE: 0.7220234275
cpat/quantile_Q5_env_MSE: 0.732802093
cpat/quantile_Q5_env_gain: -0.0107787177
raw_variation/quantile_Q1_count: 575
raw_variation/quantile_Q1_inv_MSE: 0.7679585218
raw_variation/quantile_Q1_env_MSE: 0.7890433669
raw_variation/quantile_Q1_env_gain: -0.02108489908
raw_variation/quantile_Q1_final_MSE: 0.7679585218
raw_variation/quantile_Q1_raw_variation_norm: 1.801262259
raw_variation/quantile_Q1_c_pat_mean: 0.3978590667
raw_variation/quantile_Q2_count: 575
raw_variation/quantile_Q2_inv_MSE: 0.7346625924
raw_variation/quantile_Q2_env_MSE: 0.7468727827
raw_variation/quantile_Q2_env_gain: -0.01221017446
raw_variation/quantile_Q2_final_MSE: 0.7346625924
raw_variation/quantile_Q2_raw_variation_norm: 1.981433153
raw_variation/quantile_Q2_c_pat_mean: 0.3864527345
raw_variation/quantile_Q3_count: 575
raw_variation/quantile_Q3_inv_MSE: 0.7540866733
raw_variation/quantile_Q3_env_MSE: 0.7626030445
raw_variation/quantile_Q3_env_gain: -0.008516386151
raw_variation/quantile_Q3_final_MSE: 0.7540866733
raw_variation/quantile_Q3_raw_variation_norm: 2.081517458
raw_variation/quantile_Q3_c_pat_mean: 0.3680896759
raw_variation/quantile_Q4_count: 574
raw_variation/quantile_Q4_inv_MSE: 0.6948446631
raw_variation/quantile_Q4_env_MSE: 0.6941620111
raw_variation/quantile_Q4_env_gain: 0.0006826535682
raw_variation/quantile_Q4_final_MSE: 0.6948446631
raw_variation/quantile_Q4_raw_variation_norm: 2.185355186
raw_variation/quantile_Q4_c_pat_mean: 0.3497305512
raw_variation/quantile_Q5_count: 574
raw_variation/quantile_Q5_inv_MSE: 0.6098164916
raw_variation/quantile_Q5_env_MSE: 0.6081329584
raw_variation/quantile_Q5_env_gain: 0.001683483832
raw_variation/quantile_Q5_final_MSE: 0.6098164916
raw_variation/quantile_Q5_raw_variation_norm: 2.375923872
raw_variation/quantile_Q5_c_pat_mean: 0.3154545128

[stage0_warmup]
loaded_a0: False
a0_checkpoint: 
best_epoch: 1
train_loss: 0.5941667153554804
val_loss: 0.9041252334912618
test_loss: 0.8300858636697134
projector_parameter_norm: 5.76022481918335
pattern_representation_variance: 0.9857509136199951
projector_grad_norm: 0.0
