sample,mae_full,mae_inv_only,better_full_or_inv,mae_compare,better_full_or_compare
356,0.34125465154647827,0.32993245124816895,inv_only,0.3432570993900299,full
357,0.3331209421157837,0.3478487730026245,full,0.3507940173149109,full
358,0.3387000262737274,0.3455512821674347,full,0.36645811796188354,full
359,0.3428218364715576,0.3349961042404175,inv_only,0.37320366501808167,full
360,0.33822983503341675,0.3556467890739441,full,0.3757206201553345,full
361,0.341671347618103,0.3617778718471527,full,0.3716135621070862,full
362,0.3382526636123657,0.36842238903045654,full,0.3606795370578766,full
363,0.33179977536201477,0.3673644959926605,full,0.3504891097545624,full
364,0.3319142162799835,0.36928966641426086,full,0.35674723982810974,full
365,0.3415846526622772,0.35725677013397217,full,0.33269232511520386,compare
366,0.3244325518608093,0.3433220684528351,full,0.32767537236213684,full
367,0.3076625466346741,0.3436124920845032,full,0.3366733491420746,full
368,0.3681281507015228,0.3360673487186432,inv_only,0.3435697853565216,compare
369,0.3200429379940033,0.3088065981864929,inv_only,0.36265185475349426,full
370,0.3070306181907654,0.2952626943588257,inv_only,0.3521684408187866,full
371,0.29946792125701904,0.2997260093688965,full,0.32959580421447754,full
372,0.2987014651298523,0.3221244812011719,full,0.3362545669078827,full
373,0.31847649812698364,0.33265817165374756,full,0.3401816189289093,full
374,0.3136705160140991,0.33485499024391174,full,0.332757830619812,full
375,0.33810001611709595,0.3441798985004425,full,0.3457237184047699,full
376,0.3339392840862274,0.3422505259513855,full,0.3329559564590454,compare
377,0.32690930366516113,0.3480631113052368,full,0.34044119715690613,full
378,0.3507575988769531,0.3478016257286072,inv_only,0.3419819474220276,compare
379,0.3564033508300781,0.35567107796669006,inv_only,0.3363153040409088,compare
380,0.3441679775714874,0.3620309829711914,full,0.34130361676216125,compare
381,0.3433772921562195,0.35612228512763977,full,0.35002729296684265,full
382,0.33982884883880615,0.3567414879798889,full,0.343224436044693,full
383,0.347237765789032,0.33975693583488464,inv_only,0.3361673951148987,compare
384,0.3481760621070862,0.34504109621047974,inv_only,0.34047871828079224,compare
385,0.3362473249435425,0.33743998408317566,full,0.3329804241657257,compare
386,0.3416701853275299,0.3378397226333618,inv_only,0.33801180124282837,compare
387,0.33075642585754395,0.342446506023407,full,0.33093202114105225,full
388,0.32289475202560425,0.3435564637184143,full,0.3253420293331146,full
389,0.32879769802093506,0.33858516812324524,full,0.3206234872341156,compare
390,0.3564400374889374,0.35356059670448303,inv_only,0.3262927830219269,compare
391,0.3359109163284302,0.3564951717853546,full,0.3193082809448242,compare
392,0.3326394259929657,0.35838088393211365,full,0.33269423246383667,full
393,0.3383851647377014,0.36429089307785034,full,0.31342875957489014,compare
394,0.330649733543396,0.3464469611644745,full,0.3027830719947815,compare
395,0.32783809304237366,0.3466302752494812,full,0.31012779474258423,compare
396,0.31502142548561096,0.34752336144447327,full,0.3099249303340912,compare
397,0.3758414089679718,0.3628256618976593,inv_only,0.3028554618358612,compare
398,0.3079226016998291,0.35798579454421997,full,0.2888142764568329,compare
399,0.3134647011756897,0.3520636558532715,full,0.30104923248291016,compare
400,0.33435162901878357,0.3474370837211609,full,0.3030102550983429,compare
401,0.3146722912788391,0.3494338393211365,full,0.29782867431640625,compare
402,0.31522196531295776,0.35306990146636963,full,0.31740596890449524,full
403,0.31567949056625366,0.3631138503551483,full,0.3108665943145752,compare
404,0.3205336928367615,0.3589705228805542,full,0.3146199882030487,compare
405,0.3255796730518341,0.3522712290287018,full,0.3119700849056244,compare
