experiment: long_term_forecast_ETTh1_32_8_A5_PatchTST_FPEM_ETTh1_ftM_sl32_ll16_pl8_dm16_nh4_el1_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_fpem_pmg_raw_patchauto_A5_cinv_B2_patternonly_zinv_C2_stablerelcorr_variant_V0_latentonly_rawvar_implcheck_smoke_0
c_pred/quantile_Q1_mean: 0.5040485859
c_pred/quantile_Q2_count: 575
c_pred/quantile_Q2_MSE: 0.7603895664
c_pred/quantile_Q2_MAE: 0.5627037287
c_pred/quantile_Q2_mean: 0.5044360757
c_pred/quantile_Q3_count: 575
c_pred/quantile_Q3_MSE: 0.6816293001
c_pred/quantile_Q3_MAE: 0.5372140408
c_pred/quantile_Q3_mean: 0.5047701597
c_pred/quantile_Q4_count: 574
c_pred/quantile_Q4_MSE: 0.6598032117
c_pred/quantile_Q4_MAE: 0.5359948874
c_pred/quantile_Q4_mean: 0.5052056313
c_pred/quantile_Q5_count: 574
c_pred/quantile_Q5_MSE: 0.7215880156
c_pred/quantile_Q5_MAE: 0.5406615138
c_pred/quantile_Q5_mean: 0.5061808825
correlation/spearman_c_pat_sample_mse: 0.1136440213
correlation/spearman_c_pat_sample_mae: 0.1280720812
c_pat/quantile_Q1_count: 575
c_pat/quantile_Q1_MSE: 0.6356073022
c_pat/quantile_Q1_MAE: 0.4961716533
c_pat/quantile_Q1_mean: 0.3044095933
c_pat/quantile_Q2_count: 575
c_pat/quantile_Q2_MSE: 0.6891866922
c_pat/quantile_Q2_MAE: 0.5323604345
c_pat/quantile_Q2_mean: 0.3451065123
c_pat/quantile_Q3_count: 575
c_pat/quantile_Q3_MSE: 0.7863509655
c_pat/quantile_Q3_MAE: 0.5743629336
c_pat/quantile_Q3_mean: 0.3666799664
c_pat/quantile_Q4_count: 574
c_pat/quantile_Q4_MSE: 0.6992633939
c_pat/quantile_Q4_MAE: 0.5521453619
c_pat/quantile_Q4_mean: 0.3876731992
c_pat/quantile_Q5_count: 574
c_pat/quantile_Q5_MSE: 0.7132835388
c_pat/quantile_Q5_MAE: 0.5586485267
c_pat/quantile_Q5_mean: 0.4139545262
cinv/bucket_0.0_0.2_count: 2
cinv/bucket_0.0_0.2_MSE: 0.5605460405
cinv/bucket_0.0_0.2_MAE: 0.5165028572
cinv/bucket_0.2_0.4_count: 2340
cinv/bucket_0.2_0.4_MSE: 0.7014200091
cinv/bucket_0.2_0.4_MAE: 0.5390655398
cinv/bucket_0.4_0.6_count: 531
cinv/bucket_0.4_0.6_MSE: 0.7198991776
cinv/bucket_0.4_0.6_MAE: 0.5589718223
cinv/bucket_0.6_0.8_count: 0
cinv/bucket_0.6_0.8_MSE: nan
cinv/bucket_0.6_0.8_MAE: nan
cinv/bucket_0.8_1.0_count: 0
cinv/bucket_0.8_1.0_MSE: nan
cinv/bucket_0.8_1.0_MAE: nan
cpat/quantile_Q1_count: 575
cpat/quantile_Q1_MSE: 0.6356073022
cpat/quantile_Q1_MAE: 0.4961716533
cpat/quantile_Q1_c_pat_mean: 0.3044095933
cpat/quantile_Q1_c_map_mean: 0.4887745082
cpat/quantile_Q1_graph_gate_mean: 0.03659918904
cpat/quantile_Q1_correction_norm_mean: 0.001331345062
cpat/quantile_Q1_raw_deviation_norm: 2.284503937
cpat/quantile_Q1_inv_MSE: 0.6401151419
cpat/quantile_Q1_env_MSE: 0.6356073022
cpat/quantile_Q1_env_gain: 0.004507870879
cpat/quantile_Q2_count: 575
cpat/quantile_Q2_MSE: 0.6891866922
cpat/quantile_Q2_MAE: 0.5323604345
cpat/quantile_Q2_c_pat_mean: 0.3451065123
cpat/quantile_Q2_c_map_mean: 0.5226807594
cpat/quantile_Q2_graph_gate_mean: 0.04148892686
cpat/quantile_Q2_correction_norm_mean: 0.001542452141
cpat/quantile_Q2_raw_deviation_norm: 2.164497852
cpat/quantile_Q2_inv_MSE: 0.6971380711
cpat/quantile_Q2_env_MSE: 0.6891866922
cpat/quantile_Q2_env_gain: 0.007951430976
cpat/quantile_Q3_count: 575
cpat/quantile_Q3_MSE: 0.7863509655
cpat/quantile_Q3_MAE: 0.5743629336
cpat/quantile_Q3_c_pat_mean: 0.3666799664
cpat/quantile_Q3_c_map_mean: 0.5438300371
cpat/quantile_Q3_graph_gate_mean: 0.04408484697
cpat/quantile_Q3_correction_norm_mean: 0.001649971586
cpat/quantile_Q3_raw_deviation_norm: 2.083063602
cpat/quantile_Q3_inv_MSE: 0.7948577404
cpat/quantile_Q3_env_MSE: 0.7863509655
cpat/quantile_Q3_env_gain: 0.008506849408
cpat/quantile_Q4_count: 574
cpat/quantile_Q4_MSE: 0.6992633939
cpat/quantile_Q4_MAE: 0.5521453619
cpat/quantile_Q4_c_pat_mean: 0.3876731992
cpat/quantile_Q4_c_map_mean: 0.5615276098
cpat/quantile_Q4_graph_gate_mean: 0.04661098868
cpat/quantile_Q4_correction_norm_mean: 0.001744532608
cpat/quantile_Q4_raw_deviation_norm: 1.999510884
cpat/quantile_Q4_inv_MSE: 0.7050429583
cpat/quantile_Q4_env_MSE: 0.6992633939
cpat/quantile_Q4_env_gain: 0.005779495463
cpat/quantile_Q5_count: 574
cpat/quantile_Q5_MSE: 0.7132835388
cpat/quantile_Q5_MAE: 0.5586485267
cpat/quantile_Q5_c_pat_mean: 0.4139545262
cpat/quantile_Q5_c_map_mean: 0.5847949386
cpat/quantile_Q5_graph_gate_mean: 0.04977010936
cpat/quantile_Q5_correction_norm_mean: 0.001876752707
cpat/quantile_Q5_raw_deviation_norm: 1.892752528
cpat/quantile_Q5_inv_MSE: 0.7216011286
cpat/quantile_Q5_env_MSE: 0.7132835388
cpat/quantile_Q5_env_gain: 0.008317630738
raw_variation/quantile_Q1_count: 575
raw_variation/quantile_Q1_inv_MSE: 0.7661324143
raw_variation/quantile_Q1_env_MSE: 0.7664683461
raw_variation/quantile_Q1_env_gain: -0.0003359786351
raw_variation/quantile_Q1_final_MSE: 0.7664683461
raw_variation/quantile_Q1_raw_variation_norm: 1.801262259
raw_variation/quantile_Q1_c_pat_mean: 0.3978590667
raw_variation/quantile_Q2_count: 575
raw_variation/quantile_Q2_inv_MSE: 0.7336538434
raw_variation/quantile_Q2_env_MSE: 0.7277718186
raw_variation/quantile_Q2_env_gain: 0.005881931633
raw_variation/quantile_Q2_final_MSE: 0.7277718186
raw_variation/quantile_Q2_raw_variation_norm: 1.981433153
raw_variation/quantile_Q2_c_pat_mean: 0.3864527345
raw_variation/quantile_Q3_count: 575
raw_variation/quantile_Q3_inv_MSE: 0.7530440688
raw_variation/quantile_Q3_env_MSE: 0.7451537848
raw_variation/quantile_Q3_env_gain: 0.007890193723
raw_variation/quantile_Q3_final_MSE: 0.7451537848
raw_variation/quantile_Q3_raw_variation_norm: 2.081517458
raw_variation/quantile_Q3_c_pat_mean: 0.3680896759
raw_variation/quantile_Q4_count: 574
raw_variation/quantile_Q4_inv_MSE: 0.6952025294
raw_variation/quantile_Q4_env_MSE: 0.6828054786
raw_variation/quantile_Q4_env_gain: 0.01239701919
raw_variation/quantile_Q4_final_MSE: 0.6828054786
raw_variation/quantile_Q4_raw_variation_norm: 2.185355186
raw_variation/quantile_Q4_c_pat_mean: 0.3497305512
raw_variation/quantile_Q5_count: 574
raw_variation/quantile_Q5_inv_MSE: 0.610511899
raw_variation/quantile_Q5_env_MSE: 0.6012687087
raw_variation/quantile_Q5_env_gain: 0.009243230335
raw_variation/quantile_Q5_final_MSE: 0.6012687087
raw_variation/quantile_Q5_raw_variation_norm: 2.375923872
raw_variation/quantile_Q5_c_pat_mean: 0.3154545128

[stage0_warmup]
loaded_a0: False
a0_checkpoint: 
best_epoch: 1
train_loss: 0.5941667153554804
val_loss: 0.9041252334912618
test_loss: 0.8300858636697134
projector_parameter_norm: 5.76022481918335
pattern_representation_variance: 0.9857509136199951
projector_grad_norm: 0.0
