sample	stable_mse	final_mse	gain	mapping_gate	shape_gate	scale_gate	shift_gate	pattern_entropy
70	1.208233595	1.208233595	0	0	0	0	0	4.116801262
71	1.208268881	1.208268881	0	0	0	0	0	4.116810322
72	1.202663183	1.202663183	0	0	0	0	0	4.114951134
73	1.196586013	1.196586013	0	0	0	0	0	4.116800785
74	1.194655418	1.194655418	0	0	0	0	0	4.116802216
75	1.194540977	1.194540977	0	0	0	0	0	4.116797924
76	1.195150256	1.195150256	0	0	0	0	0	4.116797447
77	1.19378221	1.19378221	0	0	0	0	0	4.116800785
78	1.19794333	1.19794333	0	0	0	0	0	4.116801262
79	1.198180556	1.198180556	0	0	0	0	0	4.116803169
80	1.19905889	1.19905889	0	0	0	0	0	4.114377022
81	1.196921706	1.196921706	0	0	0	0	0	4.116771698
82	1.184071898	1.184071898	0	0	0	0	0	4.114452839
83	1.157721162	1.157721162	0	0	0	0	0	4.115656376
84	1.121455908	1.121455908	0	0	0	0	0	4.116793156
85	1.098376632	1.098376632	0	0	0	0	0	4.116798401
86	1.062121272	1.062121272	0	0	0	0	0	4.116801739
87	1.059102416	1.059102416	0	0	0	0	0	4.1168046
88	1.049632192	1.049632192	0	0	0	0	0	4.116769791
89	1.052699089	1.052699089	0	0	0	0	0	4.114840031
90	1.056527972	1.056527972	0	0	0	0	0	4.114437103
91	1.054680705	1.054680705	0	0	0	0	0	4.11679697
92	1.059332371	1.059332371	0	0	0	0	0	4.116798878
93	1.064815283	1.064815283	0	0	0	0	0	4.116800308
94	1.069942117	1.069942117	0	0	0	0	0	4.116801262
95	1.07394433	1.07394433	0	0	0	0	0	4.116799355
96	1.076169372	1.076169372	0	0	0	0	0	4.114436626
97	1.073839664	1.073839664	0	0	0	0	0	4.116788387
98	1.078590035	1.078590035	0	0	0	0	0	4.115901947
99	1.074673653	1.074673653	0	0	0	0	0	4.11679697
100	1.074662924	1.074662924	0	0	0	0	0	4.11679697
101	1.074400187	1.074400187	0	0	0	0	0	4.116798401
102	1.075615287	1.075615287	0	0	0	0	0	4.116799355
103	1.07524991	1.07524991	0	0	0	0	0	4.116799355
104	1.075252295	1.075252295	0	0	0	0	0	4.11460638
105	1.072313547	1.072313547	0	0	0	0	0	4.116800308
106	1.071515441	1.071515441	0	0	0	0	0	4.116800785
107	1.065653563	1.065653563	0	0	0	0	0	4.116768837
108	1.06434238	1.06434238	0	0	0	0	0	4.115078449
109	1.05439806	1.05439806	0	0	0	0	0	4.116797447
110	1.04295671	1.04295671	0	0	0	0	0	4.116799355
111	1.034975171	1.034975171	0	0	0	0	0	4.116799355
112	1.03562367	1.03562367	0	0	0	0	0	4.116797447
113	1.042316079	1.042316079	0	0	0	0	0	4.114887238
114	1.038499832	1.038499832	0	0	0	0	0	4.116292477
115	1.035410047	1.035410047	0	0	0	0	0	4.116797447
116	1.034827948	1.034827948	0	0	0	0	0	4.116724491
117	1.035038233	1.035038233	0	0	0	0	0	4.116799355
118	1.033447862	1.033447862	0	0	0	0	0	4.116800785
119	1.031361103	1.031361103	0	0	0	0	0	4.116584301
120	1.027644873	1.027644873	0	0	0	0	0	4.114302158
121	1.021860719	1.021860719	0	0	0	0	0	4.116609097
122	1.019833922	1.019833922	0	0	0	0	0	4.11641264
123	1.014003754	1.014003754	0	0	0	0	0	4.116797447
124	1.009322405	1.009322405	0	0	0	0	0	4.116797924
125	1.006523371	1.006523371	0	0	0	0	0	4.116799355
126	1.005377054	1.005377054	0	0	0	0	0	4.116801262
127	1.002971172	1.002971172	0	0	0	0	0	4.116800785
128	0.9987985492	0.9987985492	0	0	0	0	0	4.114593029
129	0.998354435	0.998354435	0	0	0	0	0	4.115550518
130	1.017426252	1.017426252	0	0	0	0	0	4.116800785
131	1.067665219	1.067665219	0	0	0	0	0	4.115597725
132	1.131908774	1.131908774	0	0	0	0	0	4.114367008
133	1.178901434	1.178901434	0	0	0	0	0	4.116798401
134	1.219491243	1.219491243	0	0	0	0	0	4.116797924
135	1.240128398	1.240128398	0	0	0	0	0	4.116796017
136	1.239350557	1.239350557	0	0	0	0	0	4.116285801
137	1.237539887	1.237539887	0	0	0	0	0	4.116676331
138	1.234359264	1.234359264	0	0	0	0	0	4.116802216
139	1.23253417	1.23253417	0	0	0	0	0	4.116796017
140	1.231294155	1.231294155	0	0	0	0	0	4.116798878
141	1.23000896	1.23000896	0	0	0	0	0	4.116797447
142	1.229214549	1.229214549	0	0	0	0	0	4.116799355
143	1.227567911	1.227567911	0	0	0	0	0	4.114738464
144	1.227782369	1.227782369	0	0	0	0	0	4.114398003
145	1.228971958	1.228971958	0	0	0	0	0	4.116801262
146	1.232876301	1.232876301	0	0	0	0	0	4.116803169
147	1.23098588	1.23098588	0	0	0	0	0	4.11679697
148	1.232193947	1.232193947	0	0	0	0	0	4.116797924
149	1.23430717	1.23430717	0	0	0	0	0	4.116797447
150	1.233417511	1.233417511	0	0	0	0	0	4.116800308
151	1.23227334	1.23227334	0	0	0	0	0	4.116803169
152	1.229398489	1.229398489	0	0	0	0	0	4.116616249
153	1.223166227	1.223166227	0	0	0	0	0	4.116808891
154	1.207708955	1.207708955	0	0	0	0	0	4.11680603
155	1.185238838	1.185238838	0	0	0	0	0	4.116800308
156	1.180540919	1.180540919	0	0	0	0	0	4.114707947
157	1.147722721	1.147722721	0	0	0	0	0	4.116800308
158	1.108951449	1.108951449	0	0	0	0	0	4.116800308
159	1.071671605	1.071671605	0	0	0	0	0	4.116802692
160	1.056958318	1.056958318	0	0	0	0	0	4.116808414
161	1.054606438	1.054606438	0	0	0	0	0	4.115918636
162	1.051528335	1.051528335	0	0	0	0	0	4.1168046
163	1.051853776	1.051853776	0	0	0	0	0	4.116798878
164	1.052793384	1.052793384	0	0	0	0	0	4.116801262
165	1.053229332	1.053229332	0	0	0	0	0	4.116799355
166	1.054675221	1.054675221	0	0	0	0	0	4.116802692
167	1.054672837	1.054672837	0	0	0	0	0	4.116808891
168	1.052873015	1.052873015	0	0	0	0	0	4.115411758
169	1.048780918	1.048780918	0	0	0	0	0	4.116802216
170	1.046752214	1.046752214	0	0	0	0	0	4.1168046
171	1.045075655	1.045075655	0	0	0	0	0	4.116799355
172	1.043665528	1.043665528	0	0	0	0	0	4.116801262
173	1.041922927	1.041922927	0	0	0	0	0	4.116800785
174	1.040070176	1.040070176	0	0	0	0	0	4.116805077
175	1.037345529	1.037345529	0	0	0	0	0	4.116808414
176	1.034528255	1.034528255	0	0	0	0	0	4.11681366
177	1.040954351	1.040954351	0	0	0	0	0	4.116811275
178	1.06464994	1.06464994	0	0	0	0	0	4.11681366
179	1.105549812	1.105549812	0	0	0	0	0	4.116812706
180	1.153943896	1.153943896	0	0	0	0	0	4.116810799
181	1.213231087	1.213231087	0	0	0	0	0	4.116808891
182	1.267658591	1.267658591	0	0	0	0	0	4.116809368
183	1.305998564	1.305998564	0	0	0	0	0	4.116836071
184	1.326624393	1.326624393	0	0	0	0	0	4.116824627
185	1.329149485	1.329149485	0	0	0	0	0	4.116817951
186	1.324877858	1.324877858	0	0	0	0	0	4.116818428
187	1.321854353	1.321854353	0	0	0	0	0	4.116816044
188	1.31953609	1.31953609	0	0	0	0	0	4.116814613
189	1.316901207	1.316901207	0	0	0	0	0	4.116819382
190	1.314204097	1.314204097	0	0	0	0	0	4.116834164
191	1.311597586	1.311597586	0	0	0	0	0	4.116947174
192	1.307816625	1.307816625	0	0	0	0	0	4.116863251
193	1.305531263	1.305531263	0	0	0	0	0	4.116815567
194	1.305651903	1.305651903	0	0	0	0	0	4.116816044
195	1.305738211	1.305738211	0	0	0	0	0	4.116809845
196	1.3064363	1.3064363	0	0	0	0	0	4.11680603
197	1.310110092	1.310110092	0	0	0	0	0	4.116812229
198	1.311797738	1.311797738	0	0	0	0	0	4.116818905
199	1.310363173	1.310363173	0	0	0	0	0	4.116840363
200	1.309418321	1.309418321	0	0	0	0	0	4.116863251
201	1.312619567	1.312619567	0	0	0	0	0	4.116820335
202	1.316497087	1.316497087	0	0	0	0	0	4.116814613
203	1.335134625	1.335134625	0	0	0	0	0	4.116803646
204	1.354556799	1.354556799	0	0	0	0	0	4.1168046
205	1.3732692	1.3732692	0	0	0	0	0	4.11681509
206	1.392135262	1.392135262	0	0	0	0	0	4.116818428
207	1.408270597	1.408270597	0	0	0	0	0	4.116839886
208	1.412085891	1.412085891	0	0	0	0	0	4.116867065
209	1.410730958	1.410730958	0	0	0	0	0	4.116816998
210	1.412860632	1.412860632	0	0	0	0	0	4.116808891
211	1.414755344	1.414755344	0	0	0	0	0	4.116803169
212	1.416797519	1.416797519	0	0	0	0	0	4.116807461
213	1.419300199	1.419300199	0	0	0	0	0	4.116818428
214	1.420717478	1.420717478	0	0	0	0	0	4.116818905
215	1.421427727	1.421427727	0	0	0	0	0	4.116827488
216	1.422143817	1.422143817	0	0	0	0	0	4.116832256
217	1.422204375	1.422204375	0	0	0	0	0	4.116815567
218	1.426048517	1.426048517	0	0	0	0	0	4.116816998
219	1.429928184	1.429928184	0	0	0	0	0	4.116808891
220	1.433021784	1.433021784	0	0	0	0	0	4.116810322
221	1.439388275	1.439388275	0	0	0	0	0	4.116827965
222	1.444283485	1.444283485	0	0	0	0	0	4.116819859
223	1.445355535	1.445355535	0	0	0	0	0	4.116836071
224	1.445647597	1.445647597	0	0	0	0	0	4.116915226
225	1.443446159	1.443446159	0	0	0	0	0	4.116819859
226	1.44235909	1.44235909	0	0	0	0	0	4.116813183
227	1.413549185	1.413549185	0	0	0	0	0	4.116805077
228	1.409890175	1.409890175	0	0	0	0	0	4.116807938
229	1.417168617	1.417168617	0	0	0	0	0	4.116831303
230	1.397096038	1.397096038	0	0	0	0	0	4.116827965
231	1.393868923	1.393868923	0	0	0	0	0	4.116827011
232	1.37643683	1.37643683	0	0	0	0	0	4.116860867
233	1.371206045	1.371206045	0	0	0	0	0	4.116812229
234	1.372284889	1.372284889	0	0	0	0	0	4.116810322
235	1.376461983	1.376461983	0	0	0	0	0	4.116808414
236	1.380651951	1.380651951	0	0	0	0	0	4.116819382
237	1.384554029	1.384554029	0	0	0	0	0	4.116835594
238	1.385071158	1.385071158	0	0	0	0	0	4.116837025
239	1.384557962	1.384557962	0	0	0	0	0	4.116828918
240	1.38068068	1.38068068	0	0	0	0	0	4.116827965
241	1.3788414	1.3788414	0	0	0	0	0	4.116808414
242	1.375769019	1.375769019	0	0	0	0	0	4.116816998
243	1.377360225	1.377360225	0	0	0	0	0	4.116808414
244	1.377854705	1.377854705	0	0	0	0	0	4.116805077
245	1.380691886	1.380691886	0	0	0	0	0	4.116819382
246	1.382906914	1.382906914	0	0	0	0	0	4.116818905
247	1.382695317	1.382695317	0	0	0	0	0	4.116841316
248	1.379738212	1.379738212	0	0	0	0	0	4.116866112
249	1.38900435	1.38900435	0	0	0	0	0	4.116814613
250	1.376899838	1.376899838	0	0	0	0	0	4.116815567
251	1.357617855	1.357617855	0	0	0	0	0	4.11681366
252	1.335753322	1.335753322	0	0	0	0	0	4.116811275
253	1.314585924	1.314585924	0	0	0	0	0	4.116817474
254	1.300356269	1.300356269	0	0	0	0	0	4.116835594
255	1.297064424	1.297064424	0	0	0	0	0	4.116819859
256	1.309461355	1.309461355	0	0	0	0	0	4.116834641
257	1.309926867	1.309926867	0	0	0	0	0	4.116811752
258	1.307650447	1.307650447	0	0	0	0	0	4.116817474
259	1.307265997	1.307265997	0	0	0	0	0	4.116812229
260	1.308409333	1.308409333	0	0	0	0	0	4.116805077
261	1.310213447	1.310213447	0	0	0	0	0	4.1168046
262	1.308885217	1.308885217	0	0	0	0	0	4.11681509
263	1.3072052	1.3072052	0	0	0	0	0	4.116818428
264	1.3071208	1.3071208	0	0	0	0	0	4.116826057
265	1.30709374	1.30709374	0	0	0	0	0	4.116808414
266	1.308060765	1.308060765	0	0	0	0	0	4.116810799
267	1.311208248	1.311208248	0	0	0	0	0	4.116805553
268	1.312566996	1.312566996	0	0	0	0	0	4.116803646
269	1.31507659	1.31507659	0	0	0	0	0	4.116803646
270	1.314355731	1.314355731	0	0	0	0	0	4.116817474
271	1.312129259	1.312129259	0	0	0	0	0	4.116816521
272	1.30832994	1.30832994	0	0	0	0	0	4.116811752
273	1.297863007	1.297863007	0	0	0	0	0	4.116808414
274	1.281135321	1.281135321	0	0	0	0	0	4.116808414
275	1.259551525	1.259551525	0	0	0	0	0	4.116803646
276	1.238384604	1.238384604	0	0	0	0	0	4.11680603
277	1.212642908	1.212642908	0	0	0	0	0	4.116803169
278	1.196437597	1.196437597	0	0	0	0	0	4.116806984
279	1.181075454	1.181075454	0	0	0	0	0	4.116813183
280	1.163017511	1.163017511	0	0	0	0	0	4.116814613
281	1.158210993	1.158210993	0	0	0	0	0	4.116806984
282	1.1573174	1.1573174	0	0	0	0	0	4.116803646
283	1.156936407	1.156936407	0	0	0	0	0	4.116801739
284	1.156875491	1.156875491	0	0	0	0	0	4.116803646
285	1.157150269	1.157150269	0	0	0	0	0	4.116801739
286	1.156965494	1.156965494	0	0	0	0	0	4.116806984
287	1.156116366	1.156116366	0	0	0	0	0	4.116829872
288	1.158013463	1.158013463	0	0	0	0	0	4.116801262
289	1.156520128	1.156520128	0	0	0	0	0	4.116805077
290	1.157842159	1.157842159	0	0	0	0	0	4.116806984
291	1.161637664	1.161637664	0	0	0	0	0	4.116801262
292	1.163522243	1.163522243	0	0	0	0	0	4.116803646
293	1.16513586	1.16513586	0	0	0	0	0	4.116802216
294	1.165475726	1.165475726	0	0	0	0	0	4.116809368
295	1.163878798	1.163878798	0	0	0	0	0	4.116832733
296	1.160339952	1.160339952	0	0	0	0	0	4.116823673
297	1.155290842	1.155290842	0	0	0	0	0	4.116813183
298	1.150203586	1.150203586	0	0	0	0	0	4.116810322
299	1.134377122	1.134377122	0	0	0	0	0	4.1168046
300	1.116626143	1.116626143	0	0	0	0	0	4.116808891
301	1.096056581	1.096056581	0	0	0	0	0	4.116805077
302	1.077054739	1.077054739	0	0	0	0	0	4.116814613
303	1.066023827	1.066023827	0	0	0	0	0	4.116844177
304	1.061851144	1.061851144	0	0	0	0	0	4.116828918
305	1.057304978	1.057304978	0	0	0	0	0	4.116808414
306	1.053182006	1.053182006	0	0	0	0	0	4.116809845
307	1.051633954	1.051633954	0	0	0	0	0	4.1168046
308	1.05100441	1.05100441	0	0	0	0	0	4.116809845
309	1.050462484	1.050462484	0	0	0	0	0	4.116807461
310	1.050138235	1.050138235	0	0	0	0	0	4.116825581
311	1.04976666	1.04976666	0	0	0	0	0	4.116916656
312	1.048036814	1.048036814	0	0	0	0	0	4.115201473
313	1.048739791	1.048739791	0	0	0	0	0	4.116811752
314	1.048468471	1.048468471	0	0	0	0	0	4.116814613
315	1.04752779	1.04752779	0	0	0	0	0	4.116802216
316	1.049117088	1.049117088	0	0	0	0	0	4.116805077
317	1.047416329	1.047416329	0	0	0	0	0	4.116805077
318	1.044973969	1.044973969	0	0	0	0	0	4.116809368
319	1.042174578	1.042174578	0	0	0	0	0	4.116834164
320	1.03646338	1.03646338	0	0	0	0	0	4.116832256
321	1.028092027	1.028092027	0	0	0	0	0	4.116821289
322	1.001326561	1.001326561	0	0	0	0	0	4.116822243
323	0.9818831682	0.9818831682	0	0	0	0	0	4.116803646
324	0.9323997498	0.9323997498	0	0	0	0	0	4.116807461
325	0.9148555994	0.9148555994	0	0	0	0	0	4.116805077
326	0.8848114014	0.8848114014	0	0	0	0	0	4.116811275
327	0.8477526307	0.8477526307	0	0	0	0	0	4.116825581
328	0.8404814601	0.8404814601	0	0	0	0	0	4.116818905
329	0.8404973149	0.8404973149	0	0	0	0	0	4.116810799
330	0.838660121	0.838660121	0	0	0	0	0	4.11680603
331	0.8364328742	0.8364328742	0	0	0	0	0	4.116807938
332	0.8345222473	0.8345222473	0	0	0	0	0	4.116806984
333	0.833977282	0.833977282	0	0	0	0	0	4.116805553
334	0.8342772126	0.8342772126	0	0	0	0	0	4.116822243
335	0.8342139125	0.8342139125	0	0	0	0	0	4.116864681
336	0.8351765871	0.8351765871	0	0	0	0	0	4.114693642
337	0.8367569447	0.8367569447	0	0	0	0	0	4.116821766
338	0.8375122547	0.8375122547	0	0	0	0	0	4.116818905
339	0.8400956392	0.8400956392	0	0	0	0	0	4.116803646
340	0.8415161371	0.8415161371	0	0	0	0	0	4.116806984
341	0.843747437	0.843747437	0	0	0	0	0	4.116809845
342	0.8477038145	0.8477038145	0	0	0	0	0	4.116812706
343	0.8486782908	0.8486782908	0	0	0	0	0	4.1168437
344	0.8487004638	0.8487004638	0	0	0	0	0	4.114886761
345	0.8376237154	0.8376237154	0	0	0	0	0	4.116821766
346	0.8436671495	0.8436671495	0	0	0	0	0	4.116817474
347	0.8743522167	0.8743522167	0	0	0	0	0	4.116809845
348	0.9123209715	0.9123209715	0	0	0	0	0	4.116805077
349	0.929233849	0.929233849	0	0	0	0	0	4.116814613
350	0.9451243877	0.9451243877	0	0	0	0	0	4.11683321
351	0.9406098723	0.9406098723	0	0	0	0	0	4.116877556
352	0.920769453	0.920769453	0	0	0	0	0	4.116820335
353	0.9188104272	0.9188104272	0	0	0	0	0	4.11588335
354	0.9194719195	0.9194719195	0	0	0	0	0	4.114812374
355	0.9186087847	0.9186087847	0	0	0	0	0	4.116802692
356	0.9196269512	0.9196269512	0	0	0	0	0	4.116805077
357	0.920620501	0.920620501	0	0	0	0	0	4.116811275
358	0.9220061302	0.9220061302	0	0	0	0	0	4.116832733
359	0.9227133393	0.9227133393	0	0	0	0	0	4.116865635
360	0.9189585447	0.9189585447	0	0	0	0	0	4.11447382
361	0.9193848372	0.9193848372	0	0	0	0	0	4.116777897
362	0.9196397662	0.9196397662	0	0	0	0	0	4.116815567
363	0.9229413867	0.9229413867	0	0	0	0	0	4.116805077
364	0.9263066053	0.9263066053	0	0	0	0	0	4.116803646
365	0.9284733534	0.9284733534	0	0	0	0	0	4.116808414
366	0.9305500984	0.9305500984	0	0	0	0	0	4.11680603
367	0.9297481775	0.9297481775	0	0	0	0	0	4.116817951
368	0.9264921546	0.9264921546	0	0	0	0	0	4.114371777
369	0.9248517156	0.9248517156	0	0	0	0	0	4.116813183
370	0.9164601564	0.9164601564	0	0	0	0	0	4.116811275
371	0.9066325426	0.9066325426	0	0	0	0	0	4.116793633
372	0.8918862343	0.8918862343	0	0	0	0	0	4.116805077
373	0.8736152649	0.8736152649	0	0	0	0	0	4.116801739
374	0.8440132141	0.8440132141	0	0	0	0	0	4.116805077
375	0.8255240321	0.8255240321	0	0	0	0	0	4.11681509
376	0.8165305853	0.8165305853	0	0	0	0	0	4.116806984
377	0.8119477034	0.8119477034	0	0	0	0	0	4.116784573
378	0.8112155199	0.8112155199	0	0	0	0	0	4.116802692
379	0.8127679229	0.8127679229	0	0	0	0	0	4.116807461
380	0.8145880103	0.8145880103	0	0	0	0	0	4.11680603
381	0.8165048957	0.8165048957	0	0	0	0	0	4.1168046
382	0.8171969652	0.8171969652	0	0	0	0	0	4.116805077
383	0.8144974709	0.8144974709	0	0	0	0	0	4.116816998
384	0.8076512218	0.8076512218	0	0	0	0	0	4.114398003
385	0.8064748645	0.8064748645	0	0	0	0	0	4.116806984
386	0.8038998842	0.8038998842	0	0	0	0	0	4.116803169
387	0.8044480085	0.8044480085	0	0	0	0	0	4.116802216
388	0.8085936308	0.8085936308	0	0	0	0	0	4.116805077
389	0.8083919287	0.8083919287	0	0	0	0	0	4.116805077
390	0.807477057	0.807477057	0	0	0	0	0	4.116803169
391	0.8036851287	0.8036851287	0	0	0	0	0	4.116815567
392	0.7971600294	0.7971600294	0	0	0	0	0	4.114411354
393	0.7868252993	0.7868252993	0	0	0	0	0	4.116811275
394	0.7613006234	0.7613006234	0	0	0	0	0	4.11625433
395	0.720779717	0.720779717	0	0	0	0	0	4.116803169
396	0.6728028655	0.6728028655	0	0	0	0	0	4.1168046
397	0.6177667975	0.6177667975	0	0	0	0	0	4.116801262
398	0.5666499138	0.5666499138	0	0	0	0	0	4.116802216
399	0.5264398456	0.5264398456	0	0	0	0	0	4.116812706
400	0.5017082691	0.5017082691	0	0	0	0	0	4.11680603
401	0.497115463	0.497115463	0	0	0	0	0	4.116803169
402	0.4969605803	0.4969605803	0	0	0	0	0	4.116799355
403	0.4985252917	0.4985252917	0	0	0	0	0	4.116801739
404	0.5006278753	0.5006278753	0	0	0	0	0	4.1168046
405	0.5031326413	0.5031326413	0	0	0	0	0	4.116803646
406	0.5043486357	0.5043486357	0	0	0	0	0	4.116800785
407	0.5036939979	0.5036939979	0	0	0	0	0	4.116170406
408	0.5024912953	0.5024912953	0	0	0	0	0	4.11433363
409	0.5063243508	0.5063243508	0	0	0	0	0	4.116802216
410	0.5063663721	0.5063663721	0	0	0	0	0	4.116799355
411	0.5119612813	0.5119612813	0	0	0	0	0	4.116801262
412	0.5161917806	0.5161917806	0	0	0	0	0	4.116801739
413	0.522541225	0.522541225	0	0	0	0	0	4.116803646
414	0.5231568217	0.5231568217	0	0	0	0	0	4.116799831
415	0.5243781805	0.5243781805	0	0	0	0	0	4.116808891
416	0.5280770063	0.5280770063	0	0	0	0	0	4.114477158
417	0.5256508589	0.5256508589	0	0	0	0	0	4.116806984
418	0.5283232331	0.5283232331	0	0	0	0	0	4.114841938
419	0.5273062587	0.5273062587	0	0	0	0	0	4.116014957
420	0.5253058672	0.5253058672	0	0	0	0	0	4.115330219
421	0.4902220368	0.4902220368	0	0	0	0	0	4.116800785
422	0.4900425375	0.4900425375	0	0	0	0	0	4.116804123
423	0.4921301305	0.4921301305	0	0	0	0	0	4.116801739
424	0.4918987751	0.4918987751	0	0	0	0	0	4.115462303
425	0.489554137	0.489554137	0	0	0	0	0	4.11680603
426	0.4899945557	0.4899945557	0	0	0	0	0	4.116802216
427	0.4927260876	0.4927260876	0	0	0	0	0	4.116802216
428	0.4990754426	0.4990754426	0	0	0	0	0	4.1168046
429	0.503277421	0.503277421	0	0	0	0	0	4.116801739
430	0.5049740076	0.5049740076	0	0	0	0	0	4.116801262
431	0.5044344664	0.5044344664	0	0	0	0	0	4.116808414
432	0.5032940507	0.5032940507	0	0	0	0	0	4.114310741
433	0.5004221797	0.5004221797	0	0	0	0	0	4.115489006
434	0.4987509549	0.4987509549	0	0	0	0	0	4.116639137
435	0.499632895	0.499632895	0	0	0	0	0	4.116803169
436	0.5013785362	0.5013785362	0	0	0	0	0	4.116801739
437	0.5022428036	0.5022428036	0	0	0	0	0	4.116806984
438	0.5000277162	0.5000277162	0	0	0	0	0	4.116808414
439	0.495687753	0.495687753	0	0	0	0	0	4.116812706
440	0.4904803634	0.4904803634	0	0	0	0	0	4.114324093
441	0.4846846163	0.4846846163	0	0	0	0	0	4.116798878
442	0.4827771783	0.4827771783	0	0	0	0	0	4.11659956
443	0.4722496569	0.4722496569	0	0	0	0	0	4.116550446
444	0.4592584074	0.4592584074	0	0	0	0	0	4.116799355
445	0.4814896882	0.4814896882	0	0	0	0	0	4.116803169
446	0.4907473028	0.4907473028	0	0	0	0	0	4.116804123
447	0.5041977763	0.5041977763	0	0	0	0	0	4.116823673
448	0.5119425654	0.5119425654	0	0	0	0	0	4.116499901
449	0.5112500787	0.5112500787	0	0	0	0	0	4.116808891
450	0.5108675361	0.5108675361	0	0	0	0	0	4.116802216
451	0.512057364	0.512057364	0	0	0	0	0	4.116801739
452	0.5135120153	0.5135120153	0	0	0	0	0	4.116807461
453	0.5148363113	0.5148363113	0	0	0	0	0	4.11680603
454	0.513079524	0.513079524	0	0	0	0	0	4.116814137
