experiment: long_term_forecast_ETTh1_32_8_A5_PatchTST_FPEM_ETTh1_ftM_sl32_ll16_pl8_dm16_nh4_el1_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_fpem_pmg_raw_raw_freezepatch_A5_B2_C2_P2_M2_V0_fusion_F4_full_relation_R2_relation_smoke_v1_smoke_0
typed/shift_signed_abs_mean: 2.3725245
typed/u_shift_mean: 0.2865050435
typed/shift_bias_norm: 0.005068107042
typed/z_inv_norm: 1.048769116
typed/z_after_shape_norm: 1.048668027
typed/z_after_scale_norm: 1.048666954
typed/z_final_norm: 1.048580289
typed/shape_correction_to_zinv_ratio: 0.00152229669
typed/shift_bias_to_zinv_ratio: 0.004834149033
typed_prediction/inv_MSE: 0.7121480703
typed_prediction/shape_MSE: 0.7120140195
typed_prediction/scale_MSE: 0.7121015191
typed_prediction/shift_MSE: 0.7117960453
typed_prediction/typed_MSE: 0.711615622
typed_gain/shape_mean: 0.0001341317839
typed_gain/shape_fraction_gain_positive: 0.9046293073
typed_gain/scale_mean: 4.661779894e-05
typed_gain/scale_fraction_gain_positive: 0.7824573616
typed_gain/shift_mean: 0.00035208193
typed_gain/shift_fraction_gain_positive: 0.7215454229
typed_gain/full_mean: 0.0005324886297
typed_gain/full_fraction_gain_positive: 0.853811347
graph/correction_norm_mean: 0.001845601364
graph/correction_norm_p90: 0.003580404911
graph/gate_mean: 0.04853509739
graph/gate_p10: 0.01286257617
graph/gate_p50: 0.06061451882
graph/gate_p90: 0.06720300019
graph/context_norm_mean: 1.103158593
hidden/invariant_base_norm_mean: 1.048822045
zinv/norm_mean: 1.048769116
graph/correction_to_hidden_ratio: 0.001972262748
hidden/norm_mean: 3.879485607
zvar/norm_mean: 0
zvar/norm_p90: 0
raw_deviation_projected/norm_mean: 0
raw_deviation_projected/norm_p90: 0
raw_deviation_projected/to_hidden_ratio: 0
mapping_conditional/pattern_only_mse: 5719.536133
mapping_conditional/mapping_mse: 11901.8418
mapping_conditional/gain: -6182.305664
mapping_conditional/gain_percent: -108.0910326
mapping_conditional/sample_mean: -6182.304199
mapping_conditional/sample_median: 990.7540283
mapping_conditional/sample_p10: -5134.137695
mapping_conditional/sample_p50: 990.7540283
mapping_conditional/sample_p90: 5346.65625
mapping_conditional/sample_fraction_gain_positive: 0.7445179255
mapping_shuffle/normal_mapping_mse: 0.711612761
mapping_shuffle/shuffled_mapping_mse: 0.7115957141
mapping_shuffle/delta_mse: -1.704692841e-05
edge_predictive_gain/mean: -4.694858551
edge_predictive_gain/median: 0.2127773464
edge_predictive_gain/p10: -9.04432869
edge_predictive_gain/p50: 0.2127773464
edge_predictive_gain/p90: 0.9999995828
edge_predictive_gain/fraction_positive: 0.5870521684
edge_predictive_gain/spearman_mapping_stability: 0.0174040163
edge_predictive_gain/spearman_edge_support: -0.1227626242
correlation/pearson_c_pat_sample_mse: 0.04958957983
correlation/spearman_c_pat_sample_mse: 0.1159184978
correlation/pearson_c_map_sample_mse: -0.01840991405
correlation/spearman_c_map_sample_mse: -0.0005270312964
correlation/pearson_c_inv_sample_mse: 0.04958957983
correlation/spearman_c_inv_sample_mse: 0.1159184978
correlation/pearson_graph_gate_sample_mse: 0.04930970861
correlation/spearman_graph_gate_sample_mse: 0.1157918605
correlation/pearson_correction_norm_sample_mse: 0.02986074083
correlation/spearman_correction_norm_sample_mse: 0.09512502777
correlation/pearson_mapping_deviation_norm_sample_mse: 0.01982581699
correlation/spearman_mapping_deviation_norm_sample_mse: 0.0007437658083
correlation/spearman_c_pat_raw_deviation_norm: -0.7779807711
correlation/spearman_raw_variation_zvar_norm: nan
correlation/spearman_raw_variation_env_gain: nan
correlation/spearman_shape_variation_norm_sample_mse: -0.1290696319
correlation/spearman_abs_d_shift_sample_mse: 0.06659969154
correlation/spearman_abs_d_scale_sample_mse: 0.1932600309
correlation/spearman_u_shift_sample_mse: 0.1090225553
correlation/spearman_u_scale_sample_mse: 0.1962174151
correlation/spearman_a_var_sample_mse: 0.1665326607
correlation/spearman_shape_variation_norm_env_gain: nan
correlation/spearman_u_shift_env_gain: nan
correlation/spearman_u_scale_env_gain: nan
correlation/spearman_a_var_env_gain: nan
typed_correlation/spearman_shape_variation_norm_gain_shape: -0.2067025227
typed_correlation/spearman_abs_d_scale_gain_scale: 0.288293516
typed_correlation/spearman_u_scale_gain_scale: 0.3002016609
typed_correlation/spearman_abs_d_shift_gain_shift: 0.1427804887
typed_correlation/spearman_u_shift_gain_shift: 0.2401843602
correlation/spearman_c_shape_sample_mse: 0.1151558265
correlation/spearman_c_shape_sample_mae: 0.1359972026
c_shape/quantile_Q1_count: 575
c_shape/quantile_Q1_MSE: 0.6429461241
c_shape/quantile_Q1_MAE: 0.5034148097
c_shape/quantile_Q1_mean: 0.631010294
c_shape/quantile_Q2_count: 575
c_shape/quantile_Q2_MSE: 0.6954029202
c_shape/quantile_Q2_MAE: 0.5386128426
c_shape/quantile_Q2_mean: 0.713529706
c_shape/quantile_Q3_count: 575
c_shape/quantile_Q3_MSE: 0.7974407673
c_shape/quantile_Q3_MAE: 0.5833223462
c_shape/quantile_Q3_mean: 0.7578573227
c_shape/quantile_Q4_count: 574
c_shape/quantile_Q4_MSE: 0.6923670173
c_shape/quantile_Q4_MAE: 0.5585415363
c_shape/quantile_Q4_mean: 0.8007214069
c_shape/quantile_Q5_count: 574
c_shape/quantile_Q5_MSE: 0.7299054861
c_shape/quantile_Q5_MAE: 0.5711357594
c_shape/quantile_Q5_mean: 0.8536279202
correlation/spearman_c_rec_sample_mse: -0.03342330763
correlation/spearman_c_rec_sample_mae: -0.008674609021
c_rec/quantile_Q1_count: 575
c_rec/quantile_Q1_MSE: 0.7445957065
c_rec/quantile_Q1_MAE: 0.5506921411
c_rec/quantile_Q1_mean: 0.9473346472
c_rec/quantile_Q2_count: 575
c_rec/quantile_Q2_MSE: 0.7270072699
c_rec/quantile_Q2_MAE: 0.5544283986
c_rec/quantile_Q2_mean: 0.9540587068
c_rec/quantile_Q3_count: 575
c_rec/quantile_Q3_MSE: 0.7433463335
c_rec/quantile_Q3_MAE: 0.5604556799
c_rec/quantile_Q3_mean: 0.9574662447
c_rec/quantile_Q4_count: 574
c_rec/quantile_Q4_MSE: 0.6617274284
c_rec/quantile_Q4_MAE: 0.5375497341
c_rec/quantile_Q4_mean: 0.9606630802
c_rec/quantile_Q5_count: 574
c_rec/quantile_Q5_MSE: 0.6812478304
c_rec/quantile_Q5_MAE: 0.551831305
c_rec/quantile_Q5_mean: 0.9653816819
correlation/spearman_c_pred_sample_mse: 0.02796073773
correlation/spearman_c_pred_sample_mae: 0.003014485843
c_pred/quantile_Q1_count: 575
c_pred/quantile_Q1_MSE: 0.7796051502
c_pred/quantile_Q1_MAE: 0.5782844424
c_pred/quantile_Q1_mean: 0.5510283709
c_pred/quantile_Q2_count: 575
c_pred/quantile_Q2_MSE: 0.657151401
c_pred/quantile_Q2_MAE: 0.5386514664
c_pred/quantile_Q2_mean: 0.5562416911
c_pred/quantile_Q3_count: 575
c_pred/quantile_Q3_MSE: 0.6858250499
c_pred/quantile_Q3_MAE: 0.5328298211
c_pred/quantile_Q3_mean: 0.5602492094
c_pred/quantile_Q4_count: 574
c_pred/quantile_Q4_MSE: 0.6878854632
c_pred/quantile_Q4_MAE: 0.5360620618
c_pred/quantile_Q4_mean: 0.5644003749
c_pred/quantile_Q5_count: 574
c_pred/quantile_Q5_MSE: 0.7476183176
c_pred/quantile_Q5_MAE: 0.569157064
c_pred/quantile_Q5_mean: 0.5690582991
correlation/spearman_c_pat_sample_mse: 0.1159184978
correlation/spearman_c_pat_sample_mae: 0.1344489637
c_pat/quantile_Q1_count: 575
c_pat/quantile_Q1_MSE: 0.6349050999
c_pat/quantile_Q1_MAE: 0.4996765554
c_pat/quantile_Q1_mean: 0.3376204073
c_pat/quantile_Q2_count: 575
c_pat/quantile_Q2_MSE: 0.7043096423
c_pat/quantile_Q2_MAE: 0.542337656
c_pat/quantile_Q2_mean: 0.3828821778
c_pat/quantile_Q3_count: 575
c_pat/quantile_Q3_MSE: 0.7925139666
c_pat/quantile_Q3_MAE: 0.5835976601
c_pat/quantile_Q3_mean: 0.4075911939
c_pat/quantile_Q4_count: 574
c_pat/quantile_Q4_MSE: 0.6993026733
c_pat/quantile_Q4_MAE: 0.5594306588
c_pat/quantile_Q4_mean: 0.4309413135
c_pat/quantile_Q5_count: 574
c_pat/quantile_Q5_MSE: 0.7270380259
c_pat/quantile_Q5_MAE: 0.5699842572
c_pat/quantile_Q5_mean: 0.459785372
mapping_conditional/c_map/Q1_count: 575
mapping_conditional/c_map/Q1_pattern_only_mse: 6701.117188
mapping_conditional/c_map/Q1_mapping_mse: 10269.05664
mapping_conditional/c_map/Q1_mapping_gain: -3567.939209
mapping_conditional/c_map/Q1_final_model_mse: 0.6980538368
mapping_conditional/c_map/Q2_count: 575
mapping_conditional/c_map/Q2_pattern_only_mse: 5691.897461
mapping_conditional/c_map/Q2_mapping_mse: 8944.05957
mapping_conditional/c_map/Q2_mapping_gain: -3252.162109
mapping_conditional/c_map/Q2_final_model_mse: 0.7674936652
mapping_conditional/c_map/Q3_count: 575
mapping_conditional/c_map/Q3_pattern_only_mse: 5396.541992
mapping_conditional/c_map/Q3_mapping_mse: 5675.03125
mapping_conditional/c_map/Q3_mapping_gain: -278.4894104
mapping_conditional/c_map/Q3_final_model_mse: 0.7365671992
mapping_conditional/c_map/Q4_count: 574
mapping_conditional/c_map/Q4_pattern_only_mse: 5152.374512
mapping_conditional/c_map/Q4_mapping_mse: 7950.841309
mapping_conditional/c_map/Q4_mapping_gain: -2798.467773
mapping_conditional/c_map/Q4_final_model_mse: 0.70288831
mapping_conditional/c_map/Q5_count: 574
mapping_conditional/c_map/Q5_pattern_only_mse: 5654.649414
mapping_conditional/c_map/Q5_mapping_mse: 26689.05859
mapping_conditional/c_map/Q5_mapping_gain: -21034.4082
mapping_conditional/c_map/Q5_final_model_mse: 0.65294379
mapping_conditional/u_map/Q1_count: 575
mapping_conditional/u_map/Q1_pattern_only_mse: 5708.933105
mapping_conditional/u_map/Q1_mapping_mse: 27635.29297
mapping_conditional/u_map/Q1_mapping_gain: -21926.36328
mapping_conditional/u_map/Q1_final_model_mse: 0.6571542621
mapping_conditional/u_map/Q2_count: 575
mapping_conditional/u_map/Q2_pattern_only_mse: 5155.722168
mapping_conditional/u_map/Q2_mapping_mse: 6990.084473
mapping_conditional/u_map/Q2_mapping_gain: -1834.361572
mapping_conditional/u_map/Q2_final_model_mse: 0.6877808571
mapping_conditional/u_map/Q3_count: 575
mapping_conditional/u_map/Q3_pattern_only_mse: 5412.018555
mapping_conditional/u_map/Q3_mapping_mse: 5712.054199
mapping_conditional/u_map/Q3_mapping_gain: -300.0358276
mapping_conditional/u_map/Q3_final_model_mse: 0.7436224222
mapping_conditional/u_map/Q4_count: 574
mapping_conditional/u_map/Q4_pattern_only_mse: 5667.028809
mapping_conditional/u_map/Q4_mapping_mse: 9420.036133
mapping_conditional/u_map/Q4_mapping_gain: -3753.006592
mapping_conditional/u_map/Q4_final_model_mse: 0.7733124495
mapping_conditional/u_map/Q5_count: 574
mapping_conditional/u_map/Q5_pattern_only_mse: 6655.51416
mapping_conditional/u_map/Q5_mapping_mse: 9743.665039
mapping_conditional/u_map/Q5_mapping_gain: -3088.151611
mapping_conditional/u_map/Q5_final_model_mse: 0.6962745786
mapping_matched/cpat_Q1/cmap_low_count: 288
mapping_matched/cpat_Q1/cmap_low_sample_mse: 0.6823992133
mapping_matched/cpat_Q1/cmap_low_mapping_gain: -5403.819824
mapping_matched/cpat_Q1/cmap_high_count: 287
mapping_matched/cpat_Q1/cmap_high_sample_mse: 0.5872455239
mapping_matched/cpat_Q1/cmap_high_mapping_gain: -45269.12891
mapping_matched/cpat_Q2/cmap_low_count: 288
mapping_matched/cpat_Q2/cmap_low_sample_mse: 0.7917963862
mapping_matched/cpat_Q2/cmap_low_mapping_gain: -1478.201782
mapping_matched/cpat_Q2/cmap_high_count: 287
mapping_matched/cpat_Q2/cmap_high_sample_mse: 0.616518259
mapping_matched/cpat_Q2/cmap_high_mapping_gain: -8849.849609
mapping_matched/cpat_Q3/cmap_low_count: 288
mapping_matched/cpat_Q3/cmap_low_sample_mse: 0.8360621929
mapping_matched/cpat_Q3/cmap_low_mapping_gain: -271.8658142
mapping_matched/cpat_Q3/cmap_high_count: 287
mapping_matched/cpat_Q3/cmap_high_sample_mse: 0.7488139868
mapping_matched/cpat_Q3/cmap_high_mapping_gain: -2816.429199
mapping_matched/cpat_Q4/cmap_low_count: 287
mapping_matched/cpat_Q4/cmap_low_sample_mse: 0.7380484939
mapping_matched/cpat_Q4/cmap_low_mapping_gain: 1579.362061
mapping_matched/cpat_Q4/cmap_high_count: 287
mapping_matched/cpat_Q4/cmap_high_sample_mse: 0.6605567932
mapping_matched/cpat_Q4/cmap_high_mapping_gain: 0.09788762778
mapping_matched/cpat_Q5/cmap_low_count: 287
mapping_matched/cpat_Q5/cmap_low_sample_mse: 0.7072764635
mapping_matched/cpat_Q5/cmap_low_mapping_gain: 889.8656616
mapping_matched/cpat_Q5/cmap_high_count: 287
mapping_matched/cpat_Q5/cmap_high_sample_mse: 0.7467995882
mapping_matched/cpat_Q5/cmap_high_mapping_gain: -242.7777405
cinv/bucket_0.0_0.2_count: 0
cinv/bucket_0.0_0.2_MSE: nan
cinv/bucket_0.0_0.2_MAE: nan
cinv/bucket_0.2_0.4_count: 1247
cinv/bucket_0.2_0.4_MSE: 0.6774423122
cinv/bucket_0.2_0.4_MAE: 0.5246436
cinv/bucket_0.4_0.6_count: 1626
cinv/bucket_0.4_0.6_MSE: 0.7378186584
cinv/bucket_0.4_0.6_MAE: 0.5712056756
cinv/bucket_0.6_0.8_count: 0
cinv/bucket_0.6_0.8_MSE: nan
cinv/bucket_0.6_0.8_MAE: nan
cinv/bucket_0.8_1.0_count: 0
cinv/bucket_0.8_1.0_MSE: nan
cinv/bucket_0.8_1.0_MAE: nan
cpat/quantile_Q1_count: 575
cpat/quantile_Q1_MSE: 0.6349050999
cpat/quantile_Q1_MAE: 0.4996765554
cpat/quantile_Q1_c_pat_mean: 0.3376204073
cpat/quantile_Q1_c_map_mean: 0.4905663133
cpat/quantile_Q1_graph_gate_mean: 0.04058927298
cpat/quantile_Q1_correction_norm_mean: 0.001510002883
cpat/quantile_Q1_raw_deviation_norm: 2.280987501
cpat/quantile_Q1_inv_MSE: 0.6352904439
cpat/quantile_Q1_env_MSE: 0.6352904439
cpat/quantile_Q1_env_gain: 0
cpat/quantile_Q2_count: 575
cpat/quantile_Q2_MSE: 0.7043096423
cpat/quantile_Q2_MAE: 0.542337656
cpat/quantile_Q2_c_pat_mean: 0.3828821778
cpat/quantile_Q2_c_map_mean: 0.5239759088
cpat/quantile_Q2_graph_gate_mean: 0.04602672532
cpat/quantile_Q2_correction_norm_mean: 0.001749781775
cpat/quantile_Q2_raw_deviation_norm: 2.171060085
cpat/quantile_Q2_inv_MSE: 0.7047576904
cpat/quantile_Q2_env_MSE: 0.7047576904
cpat/quantile_Q2_env_gain: 0
cpat/quantile_Q3_count: 575
cpat/quantile_Q3_MSE: 0.7925139666
cpat/quantile_Q3_MAE: 0.5835976601
cpat/quantile_Q3_c_pat_mean: 0.4075911939
cpat/quantile_Q3_c_map_mean: 0.545340836
cpat/quantile_Q3_graph_gate_mean: 0.04899561405
cpat/quantile_Q3_correction_norm_mean: 0.001871076645
cpat/quantile_Q3_raw_deviation_norm: 2.079380035
cpat/quantile_Q3_inv_MSE: 0.7930338383
cpat/quantile_Q3_env_MSE: 0.7930338383
cpat/quantile_Q3_env_gain: 0
cpat/quantile_Q4_count: 574
cpat/quantile_Q4_MSE: 0.6993026733
cpat/quantile_Q4_MAE: 0.5594306588
cpat/quantile_Q4_c_pat_mean: 0.4309413135
cpat/quantile_Q4_c_map_mean: 0.5633234978
cpat/quantile_Q4_graph_gate_mean: 0.05180361122
cpat/quantile_Q4_correction_norm_mean: 0.001973649021
cpat/quantile_Q4_raw_deviation_norm: 1.999386668
cpat/quantile_Q4_inv_MSE: 0.6999300122
cpat/quantile_Q4_env_MSE: 0.6999300122
cpat/quantile_Q4_env_gain: 0
cpat/quantile_Q5_count: 574
cpat/quantile_Q5_MSE: 0.7270380259
cpat/quantile_Q5_MAE: 0.5699842572
cpat/quantile_Q5_c_pat_mean: 0.459785372
cpat/quantile_Q5_c_map_mean: 0.5871688128
cpat/quantile_Q5_graph_gate_mean: 0.05527770147
cpat/quantile_Q5_correction_norm_mean: 0.002124204533
cpat/quantile_Q5_raw_deviation_norm: 1.878231406
cpat/quantile_Q5_inv_MSE: 0.7277345061
cpat/quantile_Q5_env_MSE: 0.7277345061
cpat/quantile_Q5_env_gain: 0
typed_quantile/shape_variation_norm/Q1_count: 575
typed_quantile/shape_variation_norm/Q1_inv_MSE: 0.7618178129
typed_quantile/shape_variation_norm/Q1_shape_MSE: 0.7616676688
typed_quantile/shape_variation_norm/Q1_shape_gain: 0.0001501599618
typed_quantile/shape_variation_norm/Q2_count: 575
typed_quantile/shape_variation_norm/Q2_inv_MSE: 0.7564966083
typed_quantile/shape_variation_norm/Q2_shape_MSE: 0.7563283443
typed_quantile/shape_variation_norm/Q2_shape_gain: 0.000168266939
typed_quantile/shape_variation_norm/Q3_count: 575
typed_quantile/shape_variation_norm/Q3_inv_MSE: 0.7430925369
typed_quantile/shape_variation_norm/Q3_shape_MSE: 0.7429461479
typed_quantile/shape_variation_norm/Q3_shape_gain: 0.0001464340021
typed_quantile/shape_variation_norm/Q4_count: 574
typed_quantile/shape_variation_norm/Q4_inv_MSE: 0.6856580973
typed_quantile/shape_variation_norm/Q4_shape_MSE: 0.6855353117
typed_quantile/shape_variation_norm/Q4_shape_gain: 0.0001227986068
typed_quantile/shape_variation_norm/Q5_count: 574
typed_quantile/shape_variation_norm/Q5_inv_MSE: 0.6134577394
typed_quantile/shape_variation_norm/Q5_shape_MSE: 0.6133749485
typed_quantile/shape_variation_norm/Q5_shape_gain: 8.289060497e-05
typed_quantile/u_scale/Q1_count: 575
typed_quantile/u_scale/Q1_inv_MSE: 0.5006329417
typed_quantile/u_scale/Q1_scale_MSE: 0.500623405
typed_quantile/u_scale/Q1_scale_gain: 9.525268979e-06
typed_quantile/u_scale/Q2_count: 575
typed_quantile/u_scale/Q2_inv_MSE: 0.6247078776
typed_quantile/u_scale/Q2_scale_MSE: 0.6246848702
typed_quantile/u_scale/Q2_scale_gain: 2.306723763e-05
typed_quantile/u_scale/Q3_count: 575
typed_quantile/u_scale/Q3_inv_MSE: 0.7920003533
typed_quantile/u_scale/Q3_scale_MSE: 0.7919595838
typed_quantile/u_scale/Q3_scale_gain: 4.074902608e-05
typed_quantile/u_scale/Q4_count: 574
typed_quantile/u_scale/Q4_inv_MSE: 0.8332443237
typed_quantile/u_scale/Q4_scale_MSE: 0.8331862688
typed_quantile/u_scale/Q4_scale_gain: 5.806003901e-05
typed_quantile/u_scale/Q5_count: 574
typed_quantile/u_scale/Q5_inv_MSE: 0.8105367422
typed_quantile/u_scale/Q5_scale_MSE: 0.8104348779
typed_quantile/u_scale/Q5_scale_gain: 0.0001018032926
typed_quantile/u_shift/Q1_count: 575
typed_quantile/u_shift/Q1_inv_MSE: 0.5578198433
typed_quantile/u_shift/Q1_shift_MSE: 0.557721138
typed_quantile/u_shift/Q1_shift_gain: 9.858915291e-05
typed_quantile/u_shift/Q2_count: 575
typed_quantile/u_shift/Q2_inv_MSE: 0.6705600023
typed_quantile/u_shift/Q2_shift_MSE: 0.6702531576
typed_quantile/u_shift/Q2_shift_gain: 0.0003068124352
typed_quantile/u_shift/Q3_count: 575
typed_quantile/u_shift/Q3_inv_MSE: 0.7185259461
typed_quantile/u_shift/Q3_shift_MSE: 0.7182198167
typed_quantile/u_shift/Q3_shift_gain: 0.0003060901654
typed_quantile/u_shift/Q4_count: 574
typed_quantile/u_shift/Q4_inv_MSE: 0.7749672532
typed_quantile/u_shift/Q4_shift_MSE: 0.7745082974
typed_quantile/u_shift/Q4_shift_gain: 0.000459040486
typed_quantile/u_shift/Q5_count: 574
typed_quantile/u_shift/Q5_inv_MSE: 0.8391977549
typed_quantile/u_shift/Q5_shift_MSE: 0.8386073112
typed_quantile/u_shift/Q5_shift_gain: 0.0005904778955
raw_variation/shape_variation/Q1_count: 575
raw_variation/shape_variation/Q1_inv_MSE: 0.7618178129
raw_variation/shape_variation/Q1_env_MSE: 0.7618178129
raw_variation/shape_variation/Q1_env_gain: 0
raw_variation/shape_variation/Q1_final_MSE: 0.7610803246
raw_variation/shape_variation/Q2_count: 575
raw_variation/shape_variation/Q2_inv_MSE: 0.7564966083
raw_variation/shape_variation/Q2_env_MSE: 0.7564966083
raw_variation/shape_variation/Q2_env_gain: 0
raw_variation/shape_variation/Q2_final_MSE: 0.7558395267
raw_variation/shape_variation/Q3_count: 575
raw_variation/shape_variation/Q3_inv_MSE: 0.7430925369
raw_variation/shape_variation/Q3_env_MSE: 0.7430925369
raw_variation/shape_variation/Q3_env_gain: 0
raw_variation/shape_variation/Q3_final_MSE: 0.7425656915
raw_variation/shape_variation/Q4_count: 574
raw_variation/shape_variation/Q4_inv_MSE: 0.6856580973
raw_variation/shape_variation/Q4_env_MSE: 0.6856580973
raw_variation/shape_variation/Q4_env_gain: 0
raw_variation/shape_variation/Q4_final_MSE: 0.6852409244
raw_variation/shape_variation/Q5_count: 574
raw_variation/shape_variation/Q5_inv_MSE: 0.6134577394
raw_variation/shape_variation/Q5_env_MSE: 0.6134577394
raw_variation/shape_variation/Q5_env_gain: 0
raw_variation/shape_variation/Q5_final_MSE: 0.6131203771
raw_variation/u_shift/Q1_count: 575
raw_variation/u_shift/Q1_inv_MSE: 0.5578198433
raw_variation/u_shift/Q1_env_MSE: 0.5578198433
raw_variation/u_shift/Q1_env_gain: 0
