experiment: long_term_forecast_ETTh1_32_8_A5_PatchTST_FPEM_ETTh1_ftM_sl32_ll16_pl8_dm16_nh4_el1_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_fpem_pmg_raw_patchauto_A5_cinv_B2_patternonly_zinv_C2_stablerelcorr_variant_V1_rawdev_rawvar_implcheck_smoke_0
c_pred/quantile_Q1_mean: 0.5040485859
c_pred/quantile_Q2_count: 575
c_pred/quantile_Q2_MSE: 0.7652246356
c_pred/quantile_Q2_MAE: 0.5644906759
c_pred/quantile_Q2_mean: 0.5044360757
c_pred/quantile_Q3_count: 575
c_pred/quantile_Q3_MSE: 0.6808054447
c_pred/quantile_Q3_MAE: 0.5370094776
c_pred/quantile_Q3_mean: 0.5047701597
c_pred/quantile_Q4_count: 574
c_pred/quantile_Q4_MSE: 0.6571003199
c_pred/quantile_Q4_MAE: 0.5339184403
c_pred/quantile_Q4_mean: 0.5052056313
c_pred/quantile_Q5_count: 574
c_pred/quantile_Q5_MSE: 0.7179631591
c_pred/quantile_Q5_MAE: 0.5381097794
c_pred/quantile_Q5_mean: 0.5061808825
correlation/spearman_c_pat_sample_mse: 0.114834012
correlation/spearman_c_pat_sample_mae: 0.128686777
c_pat/quantile_Q1_count: 575
c_pat/quantile_Q1_MSE: 0.6358028054
c_pat/quantile_Q1_MAE: 0.495419085
c_pat/quantile_Q1_mean: 0.3044095933
c_pat/quantile_Q2_count: 575
c_pat/quantile_Q2_MSE: 0.6902516484
c_pat/quantile_Q2_MAE: 0.5322865248
c_pat/quantile_Q2_mean: 0.3451065123
c_pat/quantile_Q3_count: 575
c_pat/quantile_Q3_MSE: 0.7888849378
c_pat/quantile_Q3_MAE: 0.5747368336
c_pat/quantile_Q3_mean: 0.3666799664
c_pat/quantile_Q4_count: 574
c_pat/quantile_Q4_MSE: 0.7015773058
c_pat/quantile_Q4_MAE: 0.5531071424
c_pat/quantile_Q4_mean: 0.3876731992
c_pat/quantile_Q5_count: 574
c_pat/quantile_Q5_MSE: 0.7132061124
c_pat/quantile_Q5_MAE: 0.5581504703
c_pat/quantile_Q5_mean: 0.4139545262
cinv/bucket_0.0_0.2_count: 2
cinv/bucket_0.0_0.2_MSE: 0.5674635172
cinv/bucket_0.0_0.2_MAE: 0.5197851658
cinv/bucket_0.2_0.4_count: 2340
cinv/bucket_0.2_0.4_MSE: 0.7029913664
cinv/bucket_0.2_0.4_MAE: 0.5391855836
cinv/bucket_0.4_0.6_count: 531
cinv/bucket_0.4_0.6_MSE: 0.7194749117
cinv/bucket_0.4_0.6_MAE: 0.5584414601
cinv/bucket_0.6_0.8_count: 0
cinv/bucket_0.6_0.8_MSE: nan
cinv/bucket_0.6_0.8_MAE: nan
cinv/bucket_0.8_1.0_count: 0
cinv/bucket_0.8_1.0_MSE: nan
cinv/bucket_0.8_1.0_MAE: nan
cpat/quantile_Q1_count: 575
cpat/quantile_Q1_MSE: 0.6358028054
cpat/quantile_Q1_MAE: 0.495419085
cpat/quantile_Q1_c_pat_mean: 0.3044095933
cpat/quantile_Q1_c_map_mean: 0.4887745082
cpat/quantile_Q1_graph_gate_mean: 0.03659805283
cpat/quantile_Q1_correction_norm_mean: 0.00134394865
cpat/quantile_Q1_raw_deviation_norm: 2.284503937
cpat/quantile_Q1_inv_MSE: 0.6405767202
cpat/quantile_Q1_env_MSE: 0.6358028054
cpat/quantile_Q1_env_gain: 0.004773958586
cpat/quantile_Q2_count: 575
cpat/quantile_Q2_MSE: 0.6902516484
cpat/quantile_Q2_MAE: 0.5322865248
cpat/quantile_Q2_c_pat_mean: 0.3451065123
cpat/quantile_Q2_c_map_mean: 0.5226807594
cpat/quantile_Q2_graph_gate_mean: 0.04148764908
cpat/quantile_Q2_correction_norm_mean: 0.001558062038
cpat/quantile_Q2_raw_deviation_norm: 2.164497852
cpat/quantile_Q2_inv_MSE: 0.6976122856
cpat/quantile_Q2_env_MSE: 0.6902516484
cpat/quantile_Q2_env_gain: 0.007360653952
cpat/quantile_Q3_count: 575
cpat/quantile_Q3_MSE: 0.7888849378
cpat/quantile_Q3_MAE: 0.5747368336
cpat/quantile_Q3_c_pat_mean: 0.3666799664
cpat/quantile_Q3_c_map_mean: 0.5438300371
cpat/quantile_Q3_graph_gate_mean: 0.04408365488
cpat/quantile_Q3_correction_norm_mean: 0.001668116427
cpat/quantile_Q3_raw_deviation_norm: 2.083063602
cpat/quantile_Q3_inv_MSE: 0.7953641415
cpat/quantile_Q3_env_MSE: 0.7888849378
cpat/quantile_Q3_env_gain: 0.006479243282
cpat/quantile_Q4_count: 574
cpat/quantile_Q4_MSE: 0.7015773058
cpat/quantile_Q4_MAE: 0.5531071424
cpat/quantile_Q4_c_pat_mean: 0.3876731992
cpat/quantile_Q4_c_map_mean: 0.5615276098
cpat/quantile_Q4_graph_gate_mean: 0.0466096662
cpat/quantile_Q4_correction_norm_mean: 0.001763002365
cpat/quantile_Q4_raw_deviation_norm: 1.999510884
cpat/quantile_Q4_inv_MSE: 0.7055945992
cpat/quantile_Q4_env_MSE: 0.7015773058
cpat/quantile_Q4_env_gain: 0.00401727017
cpat/quantile_Q5_count: 574
cpat/quantile_Q5_MSE: 0.7132061124
cpat/quantile_Q5_MAE: 0.5581504703
cpat/quantile_Q5_c_pat_mean: 0.4139545262
cpat/quantile_Q5_c_map_mean: 0.5847949386
cpat/quantile_Q5_graph_gate_mean: 0.04976844788
cpat/quantile_Q5_correction_norm_mean: 0.001898352639
cpat/quantile_Q5_raw_deviation_norm: 1.892752528
cpat/quantile_Q5_inv_MSE: 0.7220993638
cpat/quantile_Q5_env_MSE: 0.7132061124
cpat/quantile_Q5_env_gain: 0.008893179707
raw_variation/quantile_Q1_count: 575
raw_variation/quantile_Q1_inv_MSE: 0.7666582465
raw_variation/quantile_Q1_env_MSE: 0.7678049803
raw_variation/quantile_Q1_env_gain: -0.001146744937
raw_variation/quantile_Q1_final_MSE: 0.7678049803
raw_variation/quantile_Q1_raw_variation_norm: 1.801262259
raw_variation/quantile_Q1_c_pat_mean: 0.3978590667
raw_variation/quantile_Q2_count: 575
raw_variation/quantile_Q2_inv_MSE: 0.7341617942
raw_variation/quantile_Q2_env_MSE: 0.7283222079
raw_variation/quantile_Q2_env_gain: 0.005839560647
raw_variation/quantile_Q2_final_MSE: 0.7283222079
raw_variation/quantile_Q2_raw_variation_norm: 1.981433153
raw_variation/quantile_Q2_c_pat_mean: 0.3864527345
raw_variation/quantile_Q3_count: 575
raw_variation/quantile_Q3_inv_MSE: 0.7535283566
raw_variation/quantile_Q3_env_MSE: 0.7475754619
raw_variation/quantile_Q3_env_gain: 0.005952894688
raw_variation/quantile_Q3_final_MSE: 0.7475754619
raw_variation/quantile_Q3_raw_variation_norm: 2.081517458
raw_variation/quantile_Q3_c_pat_mean: 0.3680896759
raw_variation/quantile_Q4_count: 574
raw_variation/quantile_Q4_inv_MSE: 0.695800364
raw_variation/quantile_Q4_env_MSE: 0.6850862503
raw_variation/quantile_Q4_env_gain: 0.010714137
raw_variation/quantile_Q4_final_MSE: 0.6850862503
raw_variation/quantile_Q4_raw_variation_norm: 2.185355186
raw_variation/quantile_Q4_c_pat_mean: 0.3497305512
raw_variation/quantile_Q5_count: 574
raw_variation/quantile_Q5_inv_MSE: 0.6108878851
raw_variation/quantile_Q5_env_MSE: 0.6007096171
raw_variation/quantile_Q5_env_gain: 0.01017834153
raw_variation/quantile_Q5_final_MSE: 0.6007096171
raw_variation/quantile_Q5_raw_variation_norm: 2.375923872
raw_variation/quantile_Q5_c_pat_mean: 0.3154545128

[stage0_warmup]
loaded_a0: False
a0_checkpoint: 
best_epoch: 1
train_loss: 0.5958061323446386
val_loss: 0.90279720723629
test_loss: 0.8302538767457008
projector_parameter_norm: 5.76022481918335
pattern_representation_variance: 0.9857508540153503
projector_grad_norm: 0.0
