sample,mae_full,mae_inv_only,better_full_or_inv
54,0.27363306283950806,0.30534109473228455,full
55,0.27149713039398193,0.3142433166503906,full
56,0.2662486135959625,0.316852331161499,full
57,0.24784129858016968,0.30117788910865784,full
58,0.262412428855896,0.2931032180786133,full
59,0.2726905643939972,0.29769235849380493,full
60,0.3044285476207733,0.306129515171051,full
61,0.28119057416915894,0.30163896083831787,full
62,0.29167717695236206,0.3199996054172516,full
63,0.31067025661468506,0.3307447135448456,full
64,0.30944952368736267,0.3315632939338684,full
65,0.31877201795578003,0.3197411298751831,full
66,0.30205073952674866,0.32859477400779724,full
67,0.30208852887153625,0.3180927038192749,full
68,0.3050418496131897,0.32116958498954773,full
69,0.30722588300704956,0.32724663615226746,full
70,0.29864537715911865,0.31274059414863586,full
71,0.3129873275756836,0.325179785490036,full
72,0.31765440106391907,0.3391975462436676,full
73,0.3162056803703308,0.34517401456832886,full
74,0.3143156170845032,0.34885653853416443,full
75,0.3052271008491516,0.35276472568511963,full
76,0.30654093623161316,0.34513595700263977,full
77,0.3138260245323181,0.33660033345222473,full
78,0.3035528063774109,0.3356587290763855,full
79,0.3092662990093231,0.33688387274742126,full
80,0.29132014513015747,0.34165871143341064,full
81,0.3011474311351776,0.35738617181777954,full
82,0.29123175144195557,0.3618730306625366,full
83,0.3120271563529968,0.3661777973175049,full
84,0.3291187882423401,0.37802132964134216,full
85,0.34630072116851807,0.37472039461135864,full
86,0.3206769526004791,0.3719402551651001,full
87,0.4092121124267578,0.3515247702598572,inv_only
88,0.32366743683815,0.34728536009788513,full
89,0.3197381794452667,0.3549576699733734,full
90,0.3618227243423462,0.35355812311172485,inv_only
91,0.35048726201057434,0.3476392924785614,inv_only
92,0.34522324800491333,0.3420960307121277,inv_only
93,0.3363012969493866,0.34757229685783386,full
94,0.3351110816001892,0.3547345697879791,full
95,0.33049115538597107,0.3572245240211487,full
96,0.35352638363838196,0.3652908504009247,full
97,0.339262992143631,0.35764673352241516,full
98,0.3654381334781647,0.36446768045425415,inv_only
99,0.3978717625141144,0.3717781603336334,inv_only
100,0.3817167282104492,0.37899595499038696,inv_only
101,0.37399888038635254,0.37910860776901245,full
102,0.4061656892299652,0.36985257267951965,inv_only
103,0.3914520740509033,0.38596203923225403,inv_only
104,0.38168394565582275,0.3891248404979706,full
105,0.3592729866504669,0.36640527844429016,full
106,0.32889384031295776,0.3547305762767792,full
107,0.33907124400138855,0.3554554879665375,full
108,0.32069072127342224,0.34215492010116577,full
109,0.3423399031162262,0.34595394134521484,full
110,0.336745947599411,0.35976701974868774,full
111,0.37713947892189026,0.3702281713485718,inv_only
112,0.34378352761268616,0.3627673089504242,full
113,0.3395299017429352,0.3601486384868622,full
114,0.3329773545265198,0.35522475838661194,full
115,0.33677956461906433,0.35894301533699036,full
116,0.3555743098258972,0.354398250579834,inv_only
117,0.35924893617630005,0.3531852662563324,inv_only
118,0.40222060680389404,0.3545733690261841,inv_only
119,0.38149380683898926,0.34304356575012207,inv_only
120,0.34175488352775574,0.3263135254383087,inv_only
121,0.35963571071624756,0.3270184397697449,inv_only
122,0.4094802737236023,0.3122047781944275,inv_only
123,0.3796412944793701,0.3322693705558777,inv_only
124,0.3640214800834656,0.3407718241214752,inv_only
125,0.37326183915138245,0.33543136715888977,inv_only
126,0.32353442907333374,0.3339433968067169,full
127,0.31881406903266907,0.33626049757003784,full
128,0.34217211604118347,0.3506203293800354,full
129,0.36261558532714844,0.3563726246356964,inv_only
130,0.36590200662612915,0.35052546858787537,inv_only
131,0.40850621461868286,0.34516018629074097,inv_only
132,0.3735924959182739,0.3422301709651947,inv_only
133,0.3925172686576843,0.35978296399116516,inv_only
134,0.3576762080192566,0.3870525062084198,full
135,0.3629402816295624,0.3868286609649658,full
136,0.38595250248908997,0.3956209421157837,full
137,0.39350518584251404,0.4050064980983734,full
138,0.40601298213005066,0.41012153029441833,full
139,0.42093485593795776,0.42392781376838684,full
140,0.42298221588134766,0.43486055731773376,full
141,0.43088605999946594,0.45300066471099854,full
142,0.4487360119819641,0.46986499428749084,full
143,0.44133296608924866,0.4687441885471344,full
144,0.43581855297088623,0.4672878384590149,full
145,0.4195845425128937,0.46527472138404846,full
146,0.4242933392524719,0.47753384709358215,full
147,0.42575427889823914,0.48650678992271423,full
148,0.43887776136398315,0.49795740842819214,full
149,0.46181485056877136,0.48971232771873474,full
150,0.43162965774536133,0.48321712017059326,full
151,0.43849074840545654,0.4973532557487488,full
152,0.4399681091308594,0.4972245395183563,full
153,0.4396195411682129,0.4951958656311035,full
154,0.40814468264579773,0.45861682295799255,full
155,0.4050807058811188,0.44689977169036865,full
156,0.4060077667236328,0.44940313696861267,full
157,0.4169897437095642,0.455676406621933,full
158,0.4336540102958679,0.46400707960128784,full
159,0.4541139304637909,0.4659821391105652,full
160,0.4524514973163605,0.4695385694503784,full
161,0.455710232257843,0.47505977749824524,full
162,0.44155433773994446,0.475406289100647,full
163,0.4599904716014862,0.47143039107322693,full
164,0.44901785254478455,0.4655887186527252,full
165,0.431863933801651,0.4548090100288391,full
166,0.42738834023475647,0.44395312666893005,full
167,0.42970284819602966,0.4504657983779907,full
168,0.44097471237182617,0.4659925401210785,full
169,0.4523894190788269,0.47355860471725464,full
170,0.44556865096092224,0.4869203269481659,full
171,0.45818957686424255,0.4753436744213104,full
172,0.45176687836647034,0.45931485295295715,full
173,0.4433215856552124,0.46591833233833313,full
174,0.44704321026802063,0.4690227508544922,full
175,0.48132359981536865,0.48423758149147034,full
176,0.4768871068954468,0.48345106840133667,full
177,0.44224634766578674,0.46956899762153625,full
178,0.4287974536418915,0.4496101140975952,full
179,0.43046993017196655,0.44643765687942505,full
180,0.44093063473701477,0.4732407331466675,full
181,0.48207688331604004,0.4855133891105652,full
182,0.4907069206237793,0.4978327751159668,full
183,0.5059729218482971,0.49234336614608765,inv_only
184,0.48480698466300964,0.4908325970172882,full
185,0.50519198179245,0.4674259424209595,inv_only
186,0.4876076579093933,0.448489248752594,inv_only
187,0.48748743534088135,0.4390489161014557,inv_only
188,0.4386226236820221,0.43609312176704407,inv_only
189,0.43255069851875305,0.4488671123981476,full
190,0.43229255080223083,0.4477137625217438,full
191,0.43663984537124634,0.4457811713218689,full
192,0.4606635868549347,0.45219531655311584,inv_only
193,0.450114905834198,0.43624886870384216,inv_only
194,0.4422440528869629,0.4406770169734955,inv_only
195,0.4273267090320587,0.4278327524662018,full
196,0.4380386173725128,0.4253423511981964,inv_only
197,0.4279460906982422,0.42355021834373474,inv_only
198,0.4494536221027374,0.42529726028442383,inv_only
199,0.4451570212841034,0.44045594334602356,inv_only
200,0.4611639976501465,0.43062448501586914,inv_only
201,0.4221787452697754,0.41854745149612427,inv_only
202,0.36945125460624695,0.39090242981910706,full
203,0.35007885098457336,0.38053303956985474,full
204,0.33946293592453003,0.37426355481147766,full
205,0.3641218841075897,0.3743504285812378,full
206,0.36308449506759644,0.36546850204467773,full
207,0.36287739872932434,0.36888936161994934,full
208,0.35674312710762024,0.351913720369339,inv_only
209,0.34642061591148376,0.33407333493232727,inv_only
210,0.33670860528945923,0.32072165608406067,inv_only
211,0.3348782956600189,0.3154134750366211,inv_only
212,0.3468509614467621,0.33308646082878113,inv_only
213,0.321235716342926,0.333553671836853,full
214,0.3223994970321655,0.33753374218940735,full
215,0.3302209973335266,0.3399600684642792,full
216,0.33287444710731506,0.3374984860420227,full
217,0.3306991457939148,0.34329548478126526,full
218,0.3358337879180908,0.34971702098846436,full
219,0.34383973479270935,0.3562236726284027,full
220,0.3327406942844391,0.3532235622406006,full
221,0.3299770951271057,0.35058915615081787,full
222,0.3428070843219757,0.35255205631256104,full
223,0.3348287343978882,0.35230886936187744,full
224,0.33901533484458923,0.3609611690044403,full
225,0.33976486325263977,0.3645026683807373,full
226,0.3216705322265625,0.3620074987411499,full
227,0.3276957869529724,0.3455161452293396,full
228,0.3426915407180786,0.342192143201828,inv_only
229,0.3385017514228821,0.3589975833892822,full
230,0.37254345417022705,0.3615110516548157,inv_only
231,0.41270551085472107,0.38590049743652344,inv_only
232,0.3817918598651886,0.3899914026260376,full
233,0.35865193605422974,0.37564119696617126,full
234,0.34642037749290466,0.3718409836292267,full
235,0.37837111949920654,0.3770090341567993,inv_only
236,0.38466137647628784,0.37565386295318604,inv_only
237,0.36644113063812256,0.39420169591903687,full
238,0.3750261664390564,0.38773614168167114,full
239,0.3703983426094055,0.38528555631637573,full
240,0.38357698917388916,0.37441834807395935,inv_only
241,0.4000161588191986,0.382783979177475,inv_only
242,0.3851621747016907,0.3725162446498871,inv_only
243,0.3744858205318451,0.3715478777885437,inv_only
244,0.37679895758628845,0.37851569056510925,full
245,0.3856680691242218,0.38628843426704407,full
246,0.39610177278518677,0.3722769618034363,inv_only
247,0.3910726308822632,0.381006121635437,inv_only
248,0.3626365661621094,0.3772554099559784,full
249,0.37369000911712646,0.38369837403297424,full
250,0.4136137366294861,0.3987196981906891,inv_only
251,0.39347466826438904,0.4054796099662781,full
252,0.3964449167251587,0.43139299750328064,full
253,0.4193399250507355,0.44301837682724,full
254,0.4377974569797516,0.4406009614467621,full
255,0.4481737017631531,0.4486467242240906,full
256,0.4555908441543579,0.4532277286052704,inv_only
257,0.44019222259521484,0.43717384338378906,inv_only
258,0.43524226546287537,0.43629273772239685,full
259,0.4523351788520813,0.4382769465446472,inv_only
260,0.44992151856422424,0.4493623971939087,inv_only
261,0.443987637758255,0.4544605016708374,full
262,0.4520435333251953,0.42496463656425476,inv_only
263,0.42277413606643677,0.4197225272655487,inv_only
264,0.4197787046432495,0.4340829849243164,full
265,0.4340977966785431,0.435702919960022,full
266,0.4220741093158722,0.4457721710205078,full
267,0.42777925729751587,0.45442432165145874,full
268,0.4232805073261261,0.4559839367866516,full
269,0.426551878452301,0.44931256771087646,full
270,0.43297624588012695,0.452395498752594,full
271,0.43704187870025635,0.4699628949165344,full
272,0.4166264235973358,0.47334998846054077,full
273,0.3801054358482361,0.4824111759662628,full
274,0.38800767064094543,0.4812856912612915,full
275,0.33829694986343384,0.4548792243003845,full
276,0.3505972921848297,0.44924601912498474,full
277,0.3591685891151428,0.42153313755989075,full
278,0.356980562210083,0.39539361000061035,full
279,0.3637774884700775,0.36153438687324524,inv_only
280,0.345474511384964,0.3394817113876343,inv_only
281,0.3572283685207367,0.3441501259803772,inv_only
282,0.38797634840011597,0.34743982553482056,inv_only
283,0.34978359937667847,0.34688371419906616,inv_only
284,0.37609729170799255,0.34623101353645325,inv_only
285,0.4040471017360687,0.3616831600666046,inv_only
286,0.35379236936569214,0.36384010314941406,full
287,0.3519037961959839,0.3566790521144867,full
288,0.35622209310531616,0.38573339581489563,full
289,0.3411245048046112,0.37606650590896606,full
290,0.3439417779445648,0.3839693069458008,full
291,0.33549726009368896,0.39107367396354675,full
292,0.3464448153972626,0.38470906019210815,full
293,0.3480130136013031,0.3914020359516144,full
294,0.3320596218109131,0.3851770758628845,full
295,0.3466843366622925,0.39238476753234863,full
296,0.35554665327072144,0.39252108335494995,full
297,0.350041002035141,0.3897562026977539,full
298,0.33139562606811523,0.393314927816391,full
299,0.344814658164978,0.40128880739212036,full
300,0.3611622750759125,0.4134231507778168,full
301,0.38875317573547363,0.43051284551620483,full
302,0.4007036089897156,0.43637189269065857,full
303,0.4204639196395874,0.44750526547431946,full
304,0.3852618634700775,0.42647790908813477,full
305,0.3756161034107208,0.41988492012023926,full
306,0.382048100233078,0.4112173020839691,full
307,0.370278000831604,0.40374094247817993,full
308,0.3731030225753784,0.4170670211315155,full
309,0.39324334263801575,0.41735050082206726,full
310,0.40009182691574097,0.4182567596435547,full
311,0.4095515310764313,0.41784587502479553,full
312,0.3748391270637512,0.40402090549468994,full
313,0.36955180764198303,0.4120399057865143,full
314,0.3772222399711609,0.4230840802192688,full
315,0.37006697058677673,0.41698846220970154,full
316,0.35735687613487244,0.3973393142223358,full
317,0.36685362458229065,0.3936408460140228,full
318,0.37796974182128906,0.3997369706630707,full
319,0.40231406688690186,0.41618746519088745,full
320,0.39114370942115784,0.41332685947418213,full
321,0.41136759519577026,0.4228565990924835,full
322,0.42756903171539307,0.42119672894477844,inv_only
323,0.3983616530895233,0.4308395981788635,full
324,0.38595759868621826,0.41234689950942993,full
325,0.4042874276638031,0.4286603033542633,full
326,0.39081668853759766,0.42319244146347046,full
327,0.39927810430526733,0.4208240211009979,full
328,0.37065568566322327,0.39538219571113586,full
329,0.3807089328765869,0.388246089220047,full
330,0.39678600430488586,0.3851727247238159,inv_only
331,0.37044623494148254,0.3705921173095703,full
332,0.3656194508075714,0.35842636227607727,inv_only
333,0.37821164727211,0.35546502470970154,inv_only
334,0.3490774631500244,0.36667683720588684,full
335,0.33564502000808716,0.3663056492805481,full
336,0.3406693637371063,0.353437215089798,full
337,0.3160233795642853,0.3500613868236542,full
338,0.32977914810180664,0.36771470308303833,full
339,0.33942553400993347,0.3742796778678894,full
340,0.35494524240493774,0.37997210025787354,full
341,0.3673880398273468,0.37807920575141907,full
342,0.3687373697757721,0.3748250901699066,full
343,0.352234810590744,0.3711383044719696,full
344,0.3354533016681671,0.35517632961273193,full
345,0.3504316806793213,0.3543774485588074,full
346,0.32449108362197876,0.34302452206611633,full
347,0.3360360860824585,0.33444803953170776,inv_only
348,0.32544761896133423,0.3436069190502167,full
349,0.33791056275367737,0.3551817834377289,full
350,0.34284883737564087,0.3496134579181671,full
351,0.3623732328414917,0.34312430024147034,inv_only
352,0.3622976839542389,0.32717087864875793,inv_only
353,0.3568596839904785,0.3320038318634033,inv_only
354,0.3444282114505768,0.32999157905578613,inv_only
355,0.3413315415382385,0.32726752758026123,inv_only
356,0.34125465154647827,0.32993245124816895,inv_only
357,0.3331209421157837,0.3478487730026245,full
358,0.3387000262737274,0.3455512821674347,full
359,0.3428218364715576,0.3349961042404175,inv_only
360,0.33822983503341675,0.3556467890739441,full
361,0.341671347618103,0.3617778718471527,full
362,0.3382526636123657,0.36842238903045654,full
363,0.33179977536201477,0.3673644959926605,full
364,0.3319142162799835,0.36928966641426086,full
365,0.3415846526622772,0.35725677013397217,full
366,0.3244325518608093,0.3433220684528351,full
367,0.3076625466346741,0.3436124920845032,full
368,0.3681281507015228,0.3360673487186432,inv_only
369,0.3200429379940033,0.3088065981864929,inv_only
370,0.3070306181907654,0.2952626943588257,inv_only
371,0.29946792125701904,0.2997260093688965,full
372,0.2987014651298523,0.3221244812011719,full
373,0.31847649812698364,0.33265817165374756,full
374,0.3136705160140991,0.33485499024391174,full
375,0.33810001611709595,0.3441798985004425,full
376,0.3339392840862274,0.3422505259513855,full
377,0.32690930366516113,0.3480631113052368,full
378,0.3507575988769531,0.3478016257286072,inv_only
379,0.3564033508300781,0.35567107796669006,inv_only
380,0.3441679775714874,0.3620309829711914,full
381,0.3433772921562195,0.35612228512763977,full
382,0.33982884883880615,0.3567414879798889,full
383,0.347237765789032,0.33975693583488464,inv_only
384,0.3481760621070862,0.34504109621047974,inv_only
385,0.3362473249435425,0.33743998408317566,full
386,0.3416701853275299,0.3378397226333618,inv_only
387,0.33075642585754395,0.342446506023407,full
388,0.32289475202560425,0.3435564637184143,full
389,0.32879769802093506,0.33858516812324524,full
390,0.3564400374889374,0.35356059670448303,inv_only
391,0.3359109163284302,0.3564951717853546,full
392,0.3326394259929657,0.35838088393211365,full
393,0.3383851647377014,0.36429089307785034,full
394,0.330649733543396,0.3464469611644745,full
395,0.32783809304237366,0.3466302752494812,full
396,0.31502142548561096,0.34752336144447327,full
397,0.3758414089679718,0.3628256618976593,inv_only
398,0.3079226016998291,0.35798579454421997,full
399,0.3134647011756897,0.3520636558532715,full
400,0.33435162901878357,0.3474370837211609,full
401,0.3146722912788391,0.3494338393211365,full
402,0.31522196531295776,0.35306990146636963,full
403,0.31567949056625366,0.3631138503551483,full
404,0.3205336928367615,0.3589705228805542,full
405,0.3255796730518341,0.3522712290287018,full
406,0.3336159884929657,0.34687966108322144,full
407,0.33871370553970337,0.33621031045913696,inv_only
408,0.3190250098705292,0.3350887894630432,full
409,0.31930607557296753,0.3393426537513733,full
410,0.31921231746673584,0.35316333174705505,full
411,0.3120104968547821,0.34815511107444763,full
412,0.3431689143180847,0.3431328535079956,inv_only
413,0.36283278465270996,0.3472599387168884,inv_only
414,0.3472403585910797,0.36993208527565,full
415,0.33536502718925476,0.3673591911792755,full
416,0.3253803849220276,0.3750949800014496,full
417,0.31086617708206177,0.3659873902797699,full
418,0.28845950961112976,0.32797670364379883,full
419,0.28962913155555725,0.32723984122276306,full
420,0.29165780544281006,0.3316137194633484,full
421,0.30662110447883606,0.32090306282043457,full
422,0.32039204239845276,0.3046587109565735,inv_only
423,0.2950287461280823,0.2831401824951172,inv_only
424,0.29965823888778687,0.27865538001060486,inv_only
425,0.32767191529273987,0.28955838084220886,inv_only
426,0.31989777088165283,0.2970276474952698,inv_only
427,0.31504371762275696,0.28919047117233276,inv_only
428,0.30591025948524475,0.29177311062812805,inv_only
429,0.2916405498981476,0.301059752702713,full
430,0.27324971556663513,0.30522677302360535,full
431,0.26585862040519714,0.30025047063827515,full
432,0.2995920181274414,0.28711459040641785,inv_only
433,0.26665353775024414,0.2815617024898529,full
434,0.29331281781196594,0.2877705991268158,inv_only
435,0.24897651374340057,0.28499943017959595,full
436,0.23353588581085205,0.272062748670578,full
437,0.25702205300331116,0.2669459283351898,full
438,0.23230689764022827,0.27207881212234497,full
439,0.23935768008232117,0.26285406947135925,full
440,0.22390910983085632,0.24996067583560944,full
441,0.24654334783554077,0.25043752789497375,full
442,0.2365325391292572,0.2502801716327667,full
443,0.27772003412246704,0.26836755871772766,inv_only
444,0.26720696687698364,0.28633859753608704,full
445,0.26639920473098755,0.29688560962677,full
446,0.27269914746284485,0.32210132479667664,full
447,0.28097081184387207,0.3137400448322296,full
448,0.27791455388069153,0.31869256496429443,full
449,0.3159750699996948,0.3373843729496002,full
450,0.3079322576522827,0.3371391296386719,full
451,0.31478187441825867,0.3258723020553589,full
452,0.3124944269657135,0.3297949433326721,full
453,0.3031689524650574,0.34300631284713745,full
454,0.33272817730903625,0.37038305401802063,full
455,0.3049106299877167,0.3497784435749054,full
456,0.27284640073776245,0.33704060316085815,full
457,0.2831322252750397,0.33205679059028625,full
458,0.3048490881919861,0.33132290840148926,full
459,0.30725133419036865,0.33136218786239624,full
460,0.32775914669036865,0.3322363495826721,full
461,0.3354516625404358,0.3512197732925415,full
462,0.3085482120513916,0.3500528037548065,full
463,0.33281469345092773,0.3500228226184845,full
464,0.3331071436405182,0.3533724546432495,full
465,0.3013855814933777,0.34022262692451477,full
466,0.27249181270599365,0.31153473258018494,full
467,0.2790711522102356,0.31978699564933777,full
468,0.2774958908557892,0.31846195459365845,full
469,0.2676209509372711,0.3123234510421753,full
470,0.26737308502197266,0.3088942766189575,full
471,0.26422420144081116,0.30908507108688354,full
472,0.28265005350112915,0.3201529085636139,full
473,0.2776406705379486,0.32550573348999023,full
474,0.2656230628490448,0.32388290762901306,full
475,0.2865196764469147,0.31148090958595276,full
476,0.2905566394329071,0.3281857371330261,full
477,0.31154337525367737,0.33074575662612915,full
478,0.33581647276878357,0.34145843982696533,full
479,0.3111182153224945,0.34534385800361633,full
480,0.3171391189098358,0.3288009464740753,full
481,0.30705538392066956,0.3274942934513092,full
482,0.3062173128128052,0.3241925537586212,full
483,0.27972471714019775,0.3185300827026367,full
484,0.29103800654411316,0.3214341104030609,full
485,0.29230478405952454,0.3259449005126953,full
486,0.3091011643409729,0.3396837115287781,full
487,0.3147944211959839,0.3388948440551758,full
488,0.30162012577056885,0.3491641581058502,full
489,0.27905184030532837,0.34198853373527527,full
490,0.23934774100780487,0.3090478777885437,full
491,0.2256939858198166,0.2935083210468292,full
492,0.23439562320709229,0.2881045937538147,full
493,0.2943935990333557,0.27718284726142883,inv_only
494,0.2620432376861572,0.27440306544303894,full
495,0.2550128996372223,0.2649344503879547,full
496,0.25576573610305786,0.26472169160842896,full
497,0.2668088674545288,0.27330541610717773,full
498,0.262360543012619,0.2624574601650238,full
499,0.2528793513774872,0.2691495418548584,full
500,0.2489006072282791,0.26229608058929443,full
501,0.2677679657936096,0.2689327895641327,full
502,0.24799737334251404,0.26166751980781555,full
503,0.25305235385894775,0.25832757353782654,full
504,0.2506154775619507,0.26507365703582764,full
505,0.24501308798789978,0.25934886932373047,full
506,0.24444648623466492,0.25756052136421204,full
507,0.24129261076450348,0.2603886127471924,full
508,0.2529323399066925,0.26029327511787415,full
509,0.24970464408397675,0.2571116089820862,full
510,0.24446092545986176,0.23804950714111328,inv_only
511,0.24438458681106567,0.2464168667793274,full
512,0.2537216544151306,0.25644761323928833,full
513,0.250503808259964,0.25306278467178345,full
514,0.2506979703903198,0.2537078559398651,full
515,0.2602714002132416,0.25137096643447876,inv_only
516,0.2722489535808563,0.26461732387542725,inv_only
517,0.27364444732666016,0.27503806352615356,full
518,0.27710968255996704,0.28171107172966003,full
519,0.26645734906196594,0.27495628595352173,full
520,0.26580455899238586,0.27155667543411255,full
521,0.270780473947525,0.2816918194293976,full
522,0.2768765389919281,0.27590543031692505,inv_only
523,0.27664026618003845,0.27061617374420166,inv_only
524,0.28043434023857117,0.2692386507987976,inv_only
525,0.2694648206233978,0.272950142621994,full
526,0.2800539433956146,0.2759854793548584,inv_only
527,0.2870369553565979,0.2765856385231018,inv_only
528,0.29539620876312256,0.2793908715248108,inv_only
529,0.2942214012145996,0.2834379971027374,inv_only
530,0.2784056067466736,0.27766188979148865,inv_only
531,0.28949737548828125,0.28450989723205566,inv_only
532,0.29035240411758423,0.2827829122543335,inv_only
533,0.3051320016384125,0.2816188931465149,inv_only
534,0.3036283850669861,0.2916366457939148,inv_only
535,0.28455057740211487,0.28919151425361633,full
536,0.27378106117248535,0.2821606397628784,full
537,0.2821120023727417,0.28504085540771484,full
538,0.2747659683227539,0.2936062216758728,full
539,0.2829328179359436,0.2873602509498596,full
540,0.2840515375137329,0.2918558120727539,full
541,0.33650854229927063,0.3185332715511322,inv_only
542,0.3585699200630188,0.3444925546646118,inv_only
543,0.357267826795578,0.34372296929359436,inv_only
544,0.36917823553085327,0.3606785833835602,inv_only
545,0.36281758546829224,0.3592042624950409,inv_only
546,0.36607086658477783,0.3553815484046936,inv_only
547,0.31365638971328735,0.3513159453868866,full
548,0.32513099908828735,0.33545076847076416,full
549,0.3277966380119324,0.35318323969841003,full
550,0.3462417423725128,0.3461935222148895,inv_only
551,0.3149450123310089,0.33084139227867126,full
552,0.3286477029323578,0.32884588837623596,full
553,0.3460748493671417,0.3302615284919739,inv_only
554,0.33222734928131104,0.32359278202056885,inv_only
555,0.332093209028244,0.3227502405643463,inv_only
556,0.3303205370903015,0.3231732249259949,inv_only
557,0.3174801170825958,0.330191433429718,full
558,0.31202539801597595,0.32238253951072693,full
559,0.3009006381034851,0.31727561354637146,full
560,0.2957304120063782,0.3195842504501343,full
561,0.29796844720840454,0.30369022488594055,full
562,0.27093881368637085,0.28940561413764954,full
563,0.2722971737384796,0.27310603857040405,full
564,0.2343290001153946,0.2482888251543045,full
565,0.22981347143650055,0.24376066029071808,full
566,0.2302751988172531,0.2448195070028305,full
567,0.23438677191734314,0.2520574927330017,full
568,0.26350638270378113,0.254431813955307,inv_only
569,0.2662789821624756,0.2540243864059448,inv_only
570,0.2686891257762909,0.2506425678730011,inv_only
571,0.25880151987075806,0.25103190541267395,inv_only
572,0.27088451385498047,0.2630760371685028,inv_only
573,0.2715618908405304,0.2688148319721222,inv_only
574,0.27754098176956177,0.2655543088912964,inv_only
575,0.2771131992340088,0.2632215619087219,inv_only
576,0.2770628035068512,0.2715917229652405,inv_only
577,0.29150334000587463,0.27456942200660706,inv_only
578,0.2811872065067291,0.2753812372684479,inv_only
579,0.2984778881072998,0.2910163104534149,inv_only
580,0.30061209201812744,0.2963469922542572,inv_only
581,0.33731958270072937,0.3019426465034485,inv_only
582,0.3822605609893799,0.30264294147491455,inv_only
583,0.33279740810394287,0.2917199730873108,inv_only
584,0.32064977288246155,0.2941316068172455,inv_only
585,0.3184972107410431,0.2951801121234894,inv_only
586,0.31547603011131287,0.3039723336696625,inv_only
587,0.3276303708553314,0.30258166790008545,inv_only
588,0.3331493139266968,0.31608057022094727,inv_only
589,0.31994056701660156,0.3120013475418091,inv_only
590,0.33386656641960144,0.3154957592487335,inv_only
591,0.3192519247531891,0.3215779960155487,full
592,0.3127047121524811,0.3077349364757538,inv_only
593,0.3055230379104614,0.3066557049751282,full
594,0.2981470823287964,0.3067161440849304,full
595,0.2981177866458893,0.30697914958000183,full
596,0.3006540834903717,0.31585004925727844,full
597,0.2987036108970642,0.3165804445743561,full
598,0.3010801076889038,0.3110855221748352,full
599,0.28722015023231506,0.2852696180343628,inv_only
600,0.2705014646053314,0.27940404415130615,full
601,0.2544006109237671,0.2729173004627228,full
602,0.26558545231819153,0.2585277557373047,inv_only
603,0.25980842113494873,0.26601749658584595,full
604,0.2731868028640747,0.2799665033817291,full
605,0.2684658467769623,0.2750418484210968,full
606,0.2648618817329407,0.276094913482666,full
607,0.27466893196105957,0.2676209807395935,inv_only
608,0.273487389087677,0.27203842997550964,inv_only
609,0.28155145049095154,0.28304532170295715,full
610,0.2786558270454407,0.2911844849586487,full
