experiment: long_term_forecast_ETTh1_96_96_A5_PatchTST_FPEM_ETTh1_ftM_sl96_ll48_pl96_dm64_nh4_el1_dl1_df128_expand2_dc4_fc1_ebtimeF_dtTrue_fpem_pmg_raw_raw_freezepatch_A5_B2_C2_P2_M2_V0_fusion_F3_geometry_typedfusion_v1_F3_0
mapping_conditional/pattern_only_mse: 2.692187071
mapping_conditional/mapping_mse: 2.675053835
mapping_conditional/gain: 0.01713323593
mapping_conditional/gain_percent: 0.636405847
mapping_conditional/sample_mean: 0.01713314094
mapping_conditional/sample_median: 0.01344680786
mapping_conditional/sample_p10: -0.01382136345
mapping_conditional/sample_p50: 0.01344680786
mapping_conditional/sample_p90: 0.05301761627
mapping_conditional/sample_fraction_gain_positive: 0.7357271095
mapping_shuffle/normal_mapping_mse: 0.3861694336
mapping_shuffle/shuffled_mapping_mse: 0.3861694634
mapping_shuffle/delta_mse: 2.980232239e-08
edge_predictive_gain/mean: -0.0005927308812
edge_predictive_gain/median: 0.008030795492
edge_predictive_gain/p10: -0.1133005992
edge_predictive_gain/p50: 0.008030795492
edge_predictive_gain/p90: 0.152558282
edge_predictive_gain/fraction_positive: 0.554517134
edge_predictive_gain/spearman_mapping_stability: 0.04654233918
edge_predictive_gain/spearman_edge_support: -0.07186404787
correlation/pearson_c_pat_sample_mse: -0.106927528
correlation/spearman_c_pat_sample_mse: -0.07054020046
correlation/pearson_c_map_sample_mse: 0.05757088946
correlation/spearman_c_map_sample_mse: 0.0391508219
correlation/pearson_c_inv_sample_mse: -0.106927528
correlation/spearman_c_inv_sample_mse: -0.07054020046
correlation/pearson_graph_gate_sample_mse: -0.07525330912
correlation/spearman_graph_gate_sample_mse: -0.0405929287
correlation/pearson_correction_norm_sample_mse: -0.07267516079
correlation/spearman_correction_norm_sample_mse: -0.06624733642
correlation/pearson_mapping_deviation_norm_sample_mse: -0.1430415312
correlation/spearman_mapping_deviation_norm_sample_mse: -0.1279817815
correlation/spearman_c_pat_raw_deviation_norm: -0.6858241695
correlation/spearman_raw_variation_zvar_norm: nan
correlation/spearman_raw_variation_env_gain: nan
correlation/spearman_shape_variation_norm_sample_mse: -0.09247972878
correlation/spearman_abs_d_shift_sample_mse: 0.4204717423
correlation/spearman_abs_d_scale_sample_mse: 0.2071760271
correlation/spearman_u_shift_sample_mse: 0.3576805817
correlation/spearman_u_scale_sample_mse: 0.2065591382
correlation/spearman_a_var_sample_mse: 0.2921337681
correlation/spearman_shape_variation_norm_env_gain: nan
correlation/spearman_u_shift_env_gain: nan
correlation/spearman_u_scale_env_gain: nan
correlation/spearman_a_var_env_gain: nan
typed_correlation/spearman_shape_variation_norm_gain_shape: nan
typed_correlation/spearman_abs_d_scale_gain_scale: 0.07602504174
typed_correlation/spearman_u_scale_gain_scale: 0.09661418631
typed_correlation/spearman_abs_d_shift_gain_shift: 0.3009900055
typed_correlation/spearman_u_shift_gain_shift: 0.332934156
correlation/spearman_c_shape_sample_mse: -0.06489473627
correlation/spearman_c_shape_sample_mae: -0.1135207468
c_shape/quantile_Q1_count: 557
c_shape/quantile_Q1_MSE: 0.4449376762
c_shape/quantile_Q1_MAE: 0.4233495891
c_shape/quantile_Q1_mean: 0.6422634721
c_shape/quantile_Q2_count: 557
c_shape/quantile_Q2_MSE: 0.4003830552
c_shape/quantile_Q2_MAE: 0.4139661491
c_shape/quantile_Q2_mean: 0.7038576007
c_shape/quantile_Q3_count: 557
c_shape/quantile_Q3_MSE: 0.3633061349
c_shape/quantile_Q3_MAE: 0.3976327479
c_shape/quantile_Q3_mean: 0.7354949117
c_shape/quantile_Q4_count: 557
c_shape/quantile_Q4_MSE: 0.3474722505
c_shape/quantile_Q4_MAE: 0.3886633515
c_shape/quantile_Q4_mean: 0.7648418546
c_shape/quantile_Q5_count: 557
c_shape/quantile_Q5_MSE: 0.3747481406
c_shape/quantile_Q5_MAE: 0.3958417475
c_shape/quantile_Q5_mean: 0.8127527237
correlation/spearman_c_rec_sample_mse: 0.01606264352
correlation/spearman_c_rec_sample_mae: 0.06847797864
c_rec/quantile_Q1_count: 557
c_rec/quantile_Q1_MSE: 0.3800562918
c_rec/quantile_Q1_MAE: 0.3948989809
c_rec/quantile_Q1_mean: 0.9602409005
c_rec/quantile_Q2_count: 557
c_rec/quantile_Q2_MSE: 0.3909336329
c_rec/quantile_Q2_MAE: 0.4066077173
c_rec/quantile_Q2_mean: 0.9636918902
c_rec/quantile_Q3_count: 557
c_rec/quantile_Q3_MSE: 0.3873013854
c_rec/quantile_Q3_MAE: 0.4050650597
c_rec/quantile_Q3_mean: 0.9659112692
c_rec/quantile_Q4_count: 557
c_rec/quantile_Q4_MSE: 0.3767868578
c_rec/quantile_Q4_MAE: 0.4002586007
c_rec/quantile_Q4_mean: 0.9685688615
c_rec/quantile_Q5_count: 557
c_rec/quantile_Q5_MSE: 0.3957690895
c_rec/quantile_Q5_MAE: 0.4126232564
c_rec/quantile_Q5_mean: 0.971997261
correlation/spearman_c_pred_sample_mse: -0.09244978909
correlation/spearman_c_pred_sample_mae: -0.1113749779
c_pred/quantile_Q1_count: 557
c_pred/quantile_Q1_MSE: 0.4285840988
c_pred/quantile_Q1_MAE: 0.4224579632
c_pred/quantile_Q1_mean: 0.5046828389
c_pred/quantile_Q2_count: 557
c_pred/quantile_Q2_MSE: 0.3800761402
c_pred/quantile_Q2_MAE: 0.402240485
c_pred/quantile_Q2_mean: 0.5060017109
c_pred/quantile_Q3_count: 557
c_pred/quantile_Q3_MSE: 0.3860989213
c_pred/quantile_Q3_MAE: 0.4038766921
c_pred/quantile_Q3_mean: 0.5069980025
c_pred/quantile_Q4_count: 557
c_pred/quantile_Q4_MSE: 0.3737782538
c_pred/quantile_Q4_MAE: 0.3992893398
c_pred/quantile_Q4_mean: 0.5081298351
c_pred/quantile_Q5_count: 557
c_pred/quantile_Q5_MSE: 0.3623098433
c_pred/quantile_Q5_MAE: 0.3915891051
c_pred/quantile_Q5_mean: 0.5096727014
correlation/spearman_c_pat_sample_mse: -0.07054020046
correlation/spearman_c_pat_sample_mae: -0.1184330184
c_pat/quantile_Q1_count: 557
c_pat/quantile_Q1_MSE: 0.4446514249
c_pat/quantile_Q1_MAE: 0.4230580032
c_pat/quantile_Q1_mean: 0.315376997
c_pat/quantile_Q2_count: 557
c_pat/quantile_Q2_MSE: 0.4080286622
c_pat/quantile_Q2_MAE: 0.4163938761
c_pat/quantile_Q2_mean: 0.3454306722
c_pat/quantile_Q3_count: 557
c_pat/quantile_Q3_MSE: 0.3612246215
c_pat/quantile_Q3_MAE: 0.3980246782
c_pat/quantile_Q3_mean: 0.361202836
c_pat/quantile_Q4_count: 557
c_pat/quantile_Q4_MSE: 0.3433402181
c_pat/quantile_Q4_MAE: 0.3864599168
c_pat/quantile_Q4_mean: 0.3755363822
c_pat/quantile_Q5_count: 557
c_pat/quantile_Q5_MSE: 0.3736023903
c_pat/quantile_Q5_MAE: 0.3955171108
c_pat/quantile_Q5_mean: 0.3990922868
mapping_conditional/c_map/Q1_count: 557
mapping_conditional/c_map/Q1_pattern_only_mse: 2.619279861
mapping_conditional/c_map/Q1_mapping_mse: 2.605388165
mapping_conditional/c_map/Q1_mapping_gain: 0.01389170531
mapping_conditional/c_map/Q1_final_model_mse: 0.3539033532
mapping_conditional/c_map/Q2_count: 557
mapping_conditional/c_map/Q2_pattern_only_mse: 2.746821642
mapping_conditional/c_map/Q2_mapping_mse: 2.731448412
mapping_conditional/c_map/Q2_mapping_gain: 0.01537313033
mapping_conditional/c_map/Q2_final_model_mse: 0.4096439779
mapping_conditional/c_map/Q3_count: 557
mapping_conditional/c_map/Q3_pattern_only_mse: 2.848926544
mapping_conditional/c_map/Q3_mapping_mse: 2.833064318
mapping_conditional/c_map/Q3_mapping_gain: 0.01586214826
mapping_conditional/c_map/Q3_final_model_mse: 0.3931022882
mapping_conditional/c_map/Q4_count: 557
mapping_conditional/c_map/Q4_pattern_only_mse: 2.783752441
mapping_conditional/c_map/Q4_mapping_mse: 2.764939308
mapping_conditional/c_map/Q4_mapping_gain: 0.01881302893
mapping_conditional/c_map/Q4_final_model_mse: 0.3826347589
mapping_conditional/c_map/Q5_count: 557
mapping_conditional/c_map/Q5_pattern_only_mse: 2.462154388
mapping_conditional/c_map/Q5_mapping_mse: 2.440428734
mapping_conditional/c_map/Q5_mapping_gain: 0.02172569931
mapping_conditional/c_map/Q5_final_model_mse: 0.3915629089
mapping_conditional/u_map/Q1_count: 557
mapping_conditional/u_map/Q1_pattern_only_mse: 2.529913187
mapping_conditional/u_map/Q1_mapping_mse: 2.508254766
mapping_conditional/u_map/Q1_mapping_gain: 0.02165852673
mapping_conditional/u_map/Q1_final_model_mse: 0.3982343376
mapping_conditional/u_map/Q2_count: 557
mapping_conditional/u_map/Q2_pattern_only_mse: 2.803758621
mapping_conditional/u_map/Q2_mapping_mse: 2.784883261
mapping_conditional/u_map/Q2_mapping_gain: 0.01887565479
mapping_conditional/u_map/Q2_final_model_mse: 0.3843858838
mapping_conditional/u_map/Q3_count: 557
mapping_conditional/u_map/Q3_pattern_only_mse: 2.771502972
mapping_conditional/u_map/Q3_mapping_mse: 2.755633831
mapping_conditional/u_map/Q3_mapping_gain: 0.01586909592
mapping_conditional/u_map/Q3_final_model_mse: 0.3868551254
mapping_conditional/u_map/Q4_count: 557
mapping_conditional/u_map/Q4_pattern_only_mse: 2.725492239
mapping_conditional/u_map/Q4_mapping_mse: 2.710409164
mapping_conditional/u_map/Q4_mapping_gain: 0.01508289203
mapping_conditional/u_map/Q4_final_model_mse: 0.4101286232
mapping_conditional/u_map/Q5_count: 557
mapping_conditional/u_map/Q5_pattern_only_mse: 2.630268097
mapping_conditional/u_map/Q5_mapping_mse: 2.61608839
mapping_conditional/u_map/Q5_mapping_gain: 0.01417954266
mapping_conditional/u_map/Q5_final_model_mse: 0.3512432873
mapping_matched/cpat_Q1/cmap_low_count: 279
mapping_matched/cpat_Q1/cmap_low_sample_mse: 0.3513649702
mapping_matched/cpat_Q1/cmap_low_mapping_gain: 0.01426671073
mapping_matched/cpat_Q1/cmap_high_count: 278
mapping_matched/cpat_Q1/cmap_high_sample_mse: 0.5382734537
mapping_matched/cpat_Q1/cmap_high_mapping_gain: 0.01379148941
mapping_matched/cpat_Q2/cmap_low_count: 279
mapping_matched/cpat_Q2/cmap_low_sample_mse: 0.3666358292
mapping_matched/cpat_Q2/cmap_low_mapping_gain: 0.01175623666
mapping_matched/cpat_Q2/cmap_high_count: 278
mapping_matched/cpat_Q2/cmap_high_sample_mse: 0.4495703578
mapping_matched/cpat_Q2/cmap_high_mapping_gain: 0.0169227086
mapping_matched/cpat_Q3/cmap_low_count: 279
mapping_matched/cpat_Q3/cmap_low_sample_mse: 0.3413850069
mapping_matched/cpat_Q3/cmap_low_mapping_gain: 0.01531411801
mapping_matched/cpat_Q3/cmap_high_count: 278
mapping_matched/cpat_Q3/cmap_high_sample_mse: 0.3811356127
mapping_matched/cpat_Q3/cmap_high_mapping_gain: 0.02183218673
mapping_matched/cpat_Q4/cmap_low_count: 279
mapping_matched/cpat_Q4/cmap_low_sample_mse: 0.3431130052
mapping_matched/cpat_Q4/cmap_low_mapping_gain: 0.01847814955
mapping_matched/cpat_Q4/cmap_high_count: 278
mapping_matched/cpat_Q4/cmap_high_sample_mse: 0.3435682058
mapping_matched/cpat_Q4/cmap_high_mapping_gain: 0.0209469907
mapping_matched/cpat_Q5/cmap_low_count: 279
mapping_matched/cpat_Q5/cmap_low_sample_mse: 0.3456017971
mapping_matched/cpat_Q5/cmap_low_mapping_gain: 0.01851552911
mapping_matched/cpat_Q5/cmap_high_count: 278
mapping_matched/cpat_Q5/cmap_high_sample_mse: 0.4017036557
mapping_matched/cpat_Q5/cmap_high_mapping_gain: 0.01953368634
cinv/bucket_0.0_0.2_count: 0
cinv/bucket_0.0_0.2_MSE: nan
cinv/bucket_0.0_0.2_MAE: nan
cinv/bucket_0.2_0.4_count: 2578
cinv/bucket_0.2_0.4_MSE: 0.3822242618
cinv/bucket_0.2_0.4_MAE: 0.4029280543
cinv/bucket_0.4_0.6_count: 207
cinv/bucket_0.4_0.6_MSE: 0.435303241
cinv/bucket_0.4_0.6_MAE: 0.4158800542
cinv/bucket_0.6_0.8_count: 0
cinv/bucket_0.6_0.8_MSE: nan
cinv/bucket_0.6_0.8_MAE: nan
cinv/bucket_0.8_1.0_count: 0
cinv/bucket_0.8_1.0_MSE: nan
cinv/bucket_0.8_1.0_MAE: nan
cpat/quantile_Q1_count: 557
cpat/quantile_Q1_MSE: 0.4446514249
cpat/quantile_Q1_MAE: 0.4230580032
cpat/quantile_Q1_c_pat_mean: 0.315376997
cpat/quantile_Q1_c_map_mean: 0.3902441561
cpat/quantile_Q1_graph_gate_mean: 0.1913314015
cpat/quantile_Q1_correction_norm_mean: 1.669899702
cpat/quantile_Q1_raw_deviation_norm: 2.31633091
cpat/quantile_Q1_inv_MSE: 0.4482582808
cpat/quantile_Q1_env_MSE: 0.4482582808
cpat/quantile_Q1_env_gain: 0
cpat/quantile_Q2_count: 557
cpat/quantile_Q2_MSE: 0.4080286622
cpat/quantile_Q2_MAE: 0.4163938761
cpat/quantile_Q2_c_pat_mean: 0.3454306722
cpat/quantile_Q2_c_map_mean: 0.4076856971
cpat/quantile_Q2_graph_gate_mean: 0.2093557417
cpat/quantile_Q2_correction_norm_mean: 1.834375739
cpat/quantile_Q2_raw_deviation_norm: 2.228325605
cpat/quantile_Q2_inv_MSE: 0.4120552838
cpat/quantile_Q2_env_MSE: 0.4120552838
cpat/quantile_Q2_env_gain: 0
cpat/quantile_Q3_count: 557
cpat/quantile_Q3_MSE: 0.3612246215
cpat/quantile_Q3_MAE: 0.3980246782
cpat/quantile_Q3_c_pat_mean: 0.361202836
cpat/quantile_Q3_c_map_mean: 0.4194739759
cpat/quantile_Q3_graph_gate_mean: 0.2191149443
cpat/quantile_Q3_correction_norm_mean: 1.929433703
cpat/quantile_Q3_raw_deviation_norm: 2.186590672
cpat/quantile_Q3_inv_MSE: 0.3658708632
cpat/quantile_Q3_env_MSE: 0.3658708632
cpat/quantile_Q3_env_gain: 0
cpat/quantile_Q4_count: 557
cpat/quantile_Q4_MSE: 0.3433402181
cpat/quantile_Q4_MAE: 0.3864599168
cpat/quantile_Q4_c_pat_mean: 0.3755363822
cpat/quantile_Q4_c_map_mean: 0.4352685213
cpat/quantile_Q4_graph_gate_mean: 0.2276010811
cpat/quantile_Q4_correction_norm_mean: 1.99598062
cpat/quantile_Q4_raw_deviation_norm: 2.139011621
cpat/quantile_Q4_inv_MSE: 0.3481124341
cpat/quantile_Q4_env_MSE: 0.3481124341
cpat/quantile_Q4_env_gain: 0
cpat/quantile_Q5_count: 557
cpat/quantile_Q5_MSE: 0.3736023903
cpat/quantile_Q5_MAE: 0.3955171108
cpat/quantile_Q5_c_pat_mean: 0.3990922868
cpat/quantile_Q5_c_map_mean: 0.4571918845
cpat/quantile_Q5_graph_gate_mean: 0.2425557375
cpat/quantile_Q5_correction_norm_mean: 2.120537281
cpat/quantile_Q5_raw_deviation_norm: 2.066744566
cpat/quantile_Q5_inv_MSE: 0.3773810863
cpat/quantile_Q5_env_MSE: 0.3773810863
cpat/quantile_Q5_env_gain: 0
typed_quantile/shape_variation_norm/Q1_count: 557
typed_quantile/shape_variation_norm/Q1_inv_MSE: 0.4043204486
typed_quantile/shape_variation_norm/Q1_shape_MSE: 0.4043204486
typed_quantile/shape_variation_norm/Q1_shape_gain: 0
typed_quantile/shape_variation_norm/Q2_count: 557
typed_quantile/shape_variation_norm/Q2_inv_MSE: 0.3785454929
typed_quantile/shape_variation_norm/Q2_shape_MSE: 0.3785454929
typed_quantile/shape_variation_norm/Q2_shape_gain: 0
typed_quantile/shape_variation_norm/Q3_count: 557
typed_quantile/shape_variation_norm/Q3_inv_MSE: 0.3843156993
typed_quantile/shape_variation_norm/Q3_shape_MSE: 0.3843156993
typed_quantile/shape_variation_norm/Q3_shape_gain: 0
typed_quantile/shape_variation_norm/Q4_count: 557
typed_quantile/shape_variation_norm/Q4_inv_MSE: 0.4023455381
typed_quantile/shape_variation_norm/Q4_shape_MSE: 0.4023455381
typed_quantile/shape_variation_norm/Q4_shape_gain: 0
typed_quantile/shape_variation_norm/Q5_count: 557
typed_quantile/shape_variation_norm/Q5_inv_MSE: 0.3821507692
typed_quantile/shape_variation_norm/Q5_shape_MSE: 0.3821507692
typed_quantile/shape_variation_norm/Q5_shape_gain: 0
typed_quantile/u_scale/Q1_count: 557
typed_quantile/u_scale/Q1_inv_MSE: 0.3559829891
typed_quantile/u_scale/Q1_scale_MSE: 0.3562287092
typed_quantile/u_scale/Q1_scale_gain: -0.0002456831571
typed_quantile/u_scale/Q2_count: 557
typed_quantile/u_scale/Q2_inv_MSE: 0.4017828107
typed_quantile/u_scale/Q2_scale_MSE: 0.4019368291
typed_quantile/u_scale/Q2_scale_gain: -0.0001540116937
typed_quantile/u_scale/Q3_count: 557
typed_quantile/u_scale/Q3_inv_MSE: 0.3954655826
typed_quantile/u_scale/Q3_scale_MSE: 0.3946638405
typed_quantile/u_scale/Q3_scale_gain: 0.0008016956272
typed_quantile/u_scale/Q4_count: 557
typed_quantile/u_scale/Q4_inv_MSE: 0.3435778022
typed_quantile/u_scale/Q4_scale_MSE: 0.3430150747
typed_quantile/u_scale/Q4_scale_gain: 0.0005627133651
typed_quantile/u_scale/Q5_count: 557
typed_quantile/u_scale/Q5_inv_MSE: 0.4548687339
typed_quantile/u_scale/Q5_scale_MSE: 0.4548619688
typed_quantile/u_scale/Q5_scale_gain: 6.755228696e-06
typed_quantile/u_shift/Q1_count: 557
typed_quantile/u_shift/Q1_inv_MSE: 0.2770505846
typed_quantile/u_shift/Q1_shift_MSE: 0.2755689621
typed_quantile/u_shift/Q1_shift_gain: 0.001481601968
typed_quantile/u_shift/Q2_count: 557
typed_quantile/u_shift/Q2_inv_MSE: 0.3676949441
typed_quantile/u_shift/Q2_shift_MSE: 0.366835922
typed_quantile/u_shift/Q2_shift_gain: 0.0008590751677
typed_quantile/u_shift/Q3_count: 557
typed_quantile/u_shift/Q3_inv_MSE: 0.3998482525
typed_quantile/u_shift/Q3_shift_MSE: 0.3990116417
typed_quantile/u_shift/Q3_shift_gain: 0.0008365818649
typed_quantile/u_shift/Q4_count: 557
typed_quantile/u_shift/Q4_inv_MSE: 0.4583874643
typed_quantile/u_shift/Q4_shift_MSE: 0.4535319209
typed_quantile/u_shift/Q4_shift_gain: 0.004855614156
typed_quantile/u_shift/Q5_count: 557
typed_quantile/u_shift/Q5_inv_MSE: 0.4486967027
typed_quantile/u_shift/Q5_shift_MSE: 0.4370961487
typed_quantile/u_shift/Q5_shift_gain: 0.01160050277
raw_variation/shape_variation/Q1_count: 557
raw_variation/shape_variation/Q1_inv_MSE: 0.4043204486
raw_variation/shape_variation/Q1_env_MSE: 0.4043204486
raw_variation/shape_variation/Q1_env_gain: 0
raw_variation/shape_variation/Q1_final_MSE: 0.4030203521
raw_variation/shape_variation/Q2_count: 557
raw_variation/shape_variation/Q2_inv_MSE: 0.3785454929
raw_variation/shape_variation/Q2_env_MSE: 0.3785454929
raw_variation/shape_variation/Q2_env_gain: 0
raw_variation/shape_variation/Q2_final_MSE: 0.3727037311
raw_variation/shape_variation/Q3_count: 557
raw_variation/shape_variation/Q3_inv_MSE: 0.3843156993
raw_variation/shape_variation/Q3_env_MSE: 0.3843156993
raw_variation/shape_variation/Q3_env_gain: 0
raw_variation/shape_variation/Q3_final_MSE: 0.3782296479
raw_variation/shape_variation/Q4_count: 557
raw_variation/shape_variation/Q4_inv_MSE: 0.4023455381
raw_variation/shape_variation/Q4_env_MSE: 0.4023455381
raw_variation/shape_variation/Q4_env_gain: 0
raw_variation/shape_variation/Q4_final_MSE: 0.397790432
raw_variation/shape_variation/Q5_count: 557
raw_variation/shape_variation/Q5_inv_MSE: 0.3821507692
raw_variation/shape_variation/Q5_env_MSE: 0.3821507692
raw_variation/shape_variation/Q5_env_gain: 0
raw_variation/shape_variation/Q5_final_MSE: 0.3791030645
raw_variation/u_shift/Q1_count: 557
raw_variation/u_shift/Q1_inv_MSE: 0.2770505846
raw_variation/u_shift/Q1_env_MSE: 0.2770505846
raw_variation/u_shift/Q1_env_gain: 0
raw_variation/u_shift/Q1_final_MSE: 0.2752856612
raw_variation/u_shift/Q2_count: 557
raw_variation/u_shift/Q2_inv_MSE: 0.3676949441
raw_variation/u_shift/Q2_env_MSE: 0.3676949441
raw_variation/u_shift/Q2_env_gain: 0
raw_variation/u_shift/Q2_final_MSE: 0.3671323955
raw_variation/u_shift/Q3_count: 557
raw_variation/u_shift/Q3_inv_MSE: 0.3998482525
raw_variation/u_shift/Q3_env_MSE: 0.3998482525
raw_variation/u_shift/Q3_env_gain: 0
raw_variation/u_shift/Q3_final_MSE: 0.3990691602
raw_variation/u_shift/Q4_count: 557
raw_variation/u_shift/Q4_inv_MSE: 0.4583874643
raw_variation/u_shift/Q4_env_MSE: 0.4583874643
raw_variation/u_shift/Q4_env_gain: 0
raw_variation/u_shift/Q4_final_MSE: 0.4527888
raw_variation/u_shift/Q5_count: 557
raw_variation/u_shift/Q5_inv_MSE: 0.4486967027
raw_variation/u_shift/Q5_env_MSE: 0.4486967027
raw_variation/u_shift/Q5_env_gain: 0
raw_variation/u_shift/Q5_final_MSE: 0.4365712702
raw_variation/u_scale/Q1_count: 557
raw_variation/u_scale/Q1_inv_MSE: 0.3559829891
raw_variation/u_scale/Q1_env_MSE: 0.3559829891
raw_variation/u_scale/Q1_env_gain: 0
raw_variation/u_scale/Q1_final_MSE: 0.3577418029
raw_variation/u_scale/Q2_count: 557
raw_variation/u_scale/Q2_inv_MSE: 0.4017828107
raw_variation/u_scale/Q2_env_MSE: 0.4017828107
raw_variation/u_scale/Q2_env_gain: 0
raw_variation/u_scale/Q2_final_MSE: 0.3990957439
